target,discovered,wrong letters,number of hits,lives remaining,game won
lechery,"['l', 'e', 'c', 'h', 'e', '_', '_']","['a', 'b', 'd', 'f', 'g', 'i', 'j', 'k', 'm', 'n']",5,0,False
antihistamine,"['a', 'n', '_', 'i', 'h', 'i', '_', '_', 'a', 'm', 'i', 'n', 'e']","['b', 'c', 'd', 'f', 'g', 'j', 'k', 'l', 'o', 'p']",10,0,False
sand,"['_', 'a', '_', 'd']","['b', 'c', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
insulates,"['i', 'n', '_', '_', 'l', 'a', '_', 'e', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'm', 'o']",5,0,False
operational,"['o', 'p', 'e', '_', 'a', '_', 'i', 'o', 'n', 'a', 'l']","['b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'm', 'q']",9,0,False
footbridges,"['f', 'o', 'o', '_', 'b', '_', 'i', 'd', 'g', 'e', '_']","['a', 'c', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'q']",8,0,False
contrives,"['c', '_', '_', '_', '_', 'i', '_', 'e', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",3,0,False
reverential,"['_', 'e', '_', 'e', '_', 'e', 'n', '_', 'i', 'a', 'l']","['b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'm', 'o']",7,0,False
deified,"['d', 'e', 'i', 'f', 'i', 'e', 'd']","['a', 'b', 'c', 'g', 'h']",7,5,True
riskiness,"['_', 'i', '_', 'k', 'i', '_', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'l', 'm']",4,0,False
importantly,"['i', 'm', 'p', 'o', '_', '_', 'a', 'n', '_', 'l', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'q']",7,0,False
hires,"['h', 'i', '_', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'j', 'k', 'l', 'm']",3,0,False
orotund,"['_', '_', '_', '_', '_', '_', 'd']","['a', 'b', 'c', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
rosiest,"['_', '_', '_', 'i', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l']",2,0,False
spotless,"['_', '_', '_', '_', '_', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
task,"['_', 'a', '_', 'k']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'l']",2,0,False
budded,"['b', '_', 'd', 'd', 'e', 'd']","['a', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm']",5,0,False
provisions,"['_', '_', '_', '_', 'i', '_', 'i', '_', '_', '_']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k']",2,0,False
distrustfully,"['d', 'i', '_', '_', '_', '_', '_', '_', 'f', '_', 'l', 'l', '_']","['a', 'b', 'c', 'e', 'g', 'h', 'j', 'k', 'm', 'n']",5,0,False
appendix,"['a', '_', '_', 'e', 'n', 'd', 'i', '_']","['b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'o']",5,0,False
ombudsman,"['o', 'm', 'b', '_', 'd', '_', 'm', 'a', 'n']","['c', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'p']",7,0,False
tailored,"['_', 'a', 'i', 'l', 'o', '_', 'e', 'd']","['b', 'c', 'f', 'g', 'h', 'j', 'k', 'm', 'n', 'p']",6,0,False
engorges,"['e', '_', 'g', '_', '_', 'g', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'h', 'i', 'j', 'k', 'l']",4,0,False
itch,"['i', '_', 'c', 'h']","['a', 'b', 'd', 'e', 'f', 'g', 'j', 'k', 'l', 'm']",3,0,False
skitter,"['_', 'k', 'i', '_', '_', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'l', 'm']",3,0,False
aspired,"['a', '_', '_', 'i', '_', 'e', 'd']","['b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'n']",4,0,False
intermediate,"['i', 'n', '_', 'e', '_', 'm', 'e', 'd', 'i', 'a', '_', 'e']","['b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'o', 'p']",9,0,False
extinct,"['e', '_', '_', 'i', '_', 'c', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",3,0,False
knotholes,"['k', 'n', 'o', '_', 'h', 'o', 'l', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'i', 'j', 'm', 'p']",7,0,False
economic,"['e', 'c', 'o', 'n', 'o', 'm', 'i', 'c']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k', 'l']",8,1,True
flagpole,"['f', 'l', 'a', 'g', 'p', 'o', 'l', 'e']","['b', 'c', 'd', 'h', 'i', 'j', 'k', 'm', 'n']",8,1,True
suffragan,"['_', '_', 'f', 'f', '_', 'a', 'g', 'a', '_']","['b', 'c', 'd', 'e', 'h', 'i', 'j', 'k', 'l', 'm']",5,0,False
noncompliance,"['n', 'o', 'n', 'c', 'o', 'm', 'p', 'l', 'i', 'a', 'n', 'c', 'e']","['b', 'd', 'f', 'g', 'h', 'j', 'k']",13,3,True
handcuffed,"['h', 'a', 'n', 'd', 'c', '_', 'f', 'f', 'e', 'd']","['b', 'g', 'i', 'j', 'k', 'l', 'm', 'o', 'p', 'q']",9,0,False
miniskirt,"['_', 'i', '_', 'i', '_', 'k', 'i', '_', '_']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'l']",4,0,False
butting,"['b', '_', '_', '_', 'i', '_', 'g']","['a', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l', 'm']",3,0,False
clasp,"['c', 'l', 'a', '_', '_']","['b', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'm']",3,0,False
tripling,"['_', '_', 'i', '_', 'l', 'i', '_', 'g']","['a', 'b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'm']",4,0,False
listed,"['l', 'i', '_', '_', 'e', 'd']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'm', 'n']",4,0,False
refulgence,"['_', 'e', 'f', '_', 'l', 'g', 'e', 'n', 'c', 'e']","['a', 'b', 'd', 'h', 'i', 'j', 'k', 'm', 'o', 'p']",8,0,False
youngsters,"['_', '_', '_', '_', 'g', '_', '_', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'h', 'i', 'j', 'k', 'l']",2,0,False
treated,"['_', '_', 'e', 'a', '_', 'e', 'd']","['b', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm']",4,0,False
administrators,"['a', 'd', 'm', 'i', 'n', 'i', '_', '_', '_', 'a', '_', 'o', '_', '_']","['b', 'c', 'e', 'f', 'g', 'h', 'j', 'k', 'l', 'p']",8,0,False
opera,"['_', '_', 'e', '_', 'a']","['b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
betiding,"['b', 'e', '_', 'i', 'd', 'i', 'n', 'g']","['a', 'c', 'f', 'h', 'j', 'k', 'l', 'm', 'o', 'p']",7,0,False
laid,"['l', 'a', 'i', 'd']","['b', 'c', 'e', 'f', 'g', 'h', 'j', 'k']",4,2,True
resident,"['_', 'e', '_', 'i', 'd', 'e', '_', '_']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",4,0,False
nonagenarian,"['n', 'o', 'n', 'a', 'g', 'e', 'n', 'a', '_', 'i', 'a', 'n']","['b', 'c', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'p']",11,0,False
castles,"['c', 'a', '_', '_', 'l', 'e', '_']","['b', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'm', 'n']",4,0,False
distinguishing,"['d', 'i', '_', '_', 'i', 'n', 'g', '_', 'i', '_', 'h', 'i', 'n', 'g']","['a', 'b', 'c', 'e', 'f', 'j', 'k', 'l', 'm', 'o']",10,0,False
superiors,"['_', '_', '_', 'e', '_', 'i', '_', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l']",2,0,False
authoritarian,"['a', '_', '_', 'h', '_', '_', 'i', '_', 'a', '_', 'i', 'a', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'j', 'k', 'l', 'm']",6,0,False
broadsides,"['b', '_', 'o', 'a', 'd', '_', 'i', 'd', 'e', '_']","['c', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'n', 'p']",7,0,False
despairs,"['d', 'e', '_', '_', 'a', 'i', '_', '_']","['b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'n']",4,0,False
hence,"['h', 'e', '_', 'c', 'e']","['a', 'b', 'd', 'f', 'g', 'i', 'j', 'k', 'l', 'm']",4,0,False
businesswomen,"['b', '_', '_', 'i', 'n', 'e', '_', '_', '_', 'o', 'm', 'e', 'n']","['a', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'p']",8,0,False
numbly,"['_', '_', '_', 'b', '_', '_']","['a', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
vanilla,"['_', 'a', '_', 'i', 'l', 'l', 'a']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'm']",5,0,False
doughnut,"['d', '_', '_', 'g', 'h', '_', '_', '_']","['a', 'b', 'c', 'e', 'f', 'i', 'j', 'k', 'l', 'm']",3,0,False
overcharges,"['o', '_', 'e', '_', 'c', 'h', 'a', '_', 'g', 'e', '_']","['b', 'd', 'f', 'i', 'j', 'k', 'l', 'm', 'n', 'p']",7,0,False
gigolo,"['g', 'i', 'g', '_', 'l', '_']","['a', 'b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'm']",4,0,False
gloaming,"['g', 'l', 'o', 'a', 'm', 'i', 'n', 'g']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k']",8,2,True
taffeta,"['_', 'a', 'f', 'f', 'e', '_', 'a']","['b', 'c', 'd', 'g', 'h', 'i', 'j', 'k', 'l', 'm']",5,0,False
tapirs,"['_', 'a', '_', 'i', '_', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'l']",2,0,False
trembles,"['_', '_', 'e', 'm', 'b', 'l', 'e', '_']","['a', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'n']",5,0,False
paragons,"['_', 'a', '_', 'a', 'g', '_', '_', '_']","['b', 'c', 'd', 'e', 'f', 'h', 'i', 'j', 'k', 'l']",3,0,False
oxidisers,"['_', '_', 'i', 'd', 'i', '_', 'e', '_', '_']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",4,0,False
stank,"['_', '_', 'a', '_', 'k']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'l']",2,0,False
albumen,"['a', 'l', 'b', '_', 'm', 'e', 'n']","['c', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'o', 'p']",6,0,False
cocksuckers,"['c', '_', 'c', 'k', '_', '_', 'c', 'k', 'e', '_', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'i', 'j', 'l', 'm']",6,0,False
ends,"['e', '_', 'd', '_']","['a', 'b', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
inception,"['i', '_', 'c', 'e', '_', '_', 'i', '_', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",4,0,False
subsidises,"['_', '_', 'b', '_', 'i', 'd', 'i', '_', 'e', '_']","['a', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'n']",5,0,False
favors,"['f', 'a', '_', '_', '_', '_']","['b', 'c', 'd', 'e', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
secondaries,"['_', 'e', 'c', 'o', 'n', 'd', 'a', '_', 'i', 'e', '_']","['b', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'p', 'q']",8,0,False
immunisation,"['i', '_', '_', '_', '_', 'i', '_', 'a', '_', 'i', '_', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'l']",4,0,False
endued,"['e', '_', 'd', '_', 'e', 'd']","['a', 'b', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",4,0,False
swamis,"['_', '_', 'a', '_', 'i', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'l']",2,0,False
zoning,"['_', '_', '_', 'i', '_', 'g']","['a', 'b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l']",2,0,False
hypocritical,"['h', '_', 'p', 'o', 'c', '_', 'i', '_', 'i', 'c', 'a', 'l']","['b', 'd', 'e', 'f', 'g', 'j', 'k', 'm', 'n', 'q']",9,0,False
anthologised,"['a', 'n', 't', 'h', 'o', 'l', 'o', 'g', 'i', 's', 'e', 'd']","['b', 'c', 'f', 'j', 'k', 'm', 'p', 'q', 'r']",12,1,True
disproving,"['d', 'i', '_', '_', '_', '_', '_', 'i', '_', 'g']","['a', 'b', 'c', 'e', 'f', 'h', 'j', 'k', 'l', 'm']",4,0,False
framed,"['f', '_', 'a', 'm', 'e', 'd']","['b', 'c', 'g', 'h', 'i', 'j', 'k', 'l', 'n', 'o']",5,0,False
flange,"['f', 'l', 'a', 'n', 'g', 'e']","['b', 'c', 'd', 'h', 'i', 'j', 'k', 'm']",6,2,True
conservatives,"['c', 'o', 'n', '_', 'e', '_', '_', 'a', '_', 'i', '_', 'e', '_']","['b', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'p']",7,0,False
mineral,"['m', 'i', 'n', 'e', '_', 'a', 'l']","['b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'o', 'p']",6,0,False
firmness,"['f', 'i', '_', 'm', 'n', 'e', '_', '_']","['a', 'b', 'c', 'd', 'g', 'h', 'j', 'k', 'l', 'o']",5,0,False
mestizoes,"['_', 'e', '_', '_', 'i', '_', '_', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l']",3,0,False
discomfit,"['d', 'i', '_', 'c', 'o', 'm', 'f', 'i', '_']","['a', 'b', 'e', 'g', 'h', 'j', 'k', 'l', 'n', 'p']",7,0,False
gecko,"['g', 'e', 'c', 'k', '_']","['a', 'b', 'd', 'f', 'h', 'i', 'j', 'l', 'm', 'n']",4,0,False
introductions,"['i', '_', '_', '_', '_', 'd', '_', 'c', '_', 'i', '_', '_', '_']","['a', 'b', 'e', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",4,0,False
ellipse,"['e', 'l', 'l', 'i', '_', '_', 'e']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'm']",5,0,False
testosterone,"['_', 'e', '_', '_', '_', '_', '_', 'e', '_', '_', '_', 'e']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k']",3,0,False
sextet,"['_', 'e', '_', '_', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k']",2,0,False
quaff,"['_', '_', 'a', 'f', 'f']","['b', 'c', 'd', 'e', 'g', 'h', 'i', 'j', 'k', 'l']",3,0,False
beloveds,"['b', 'e', 'l', '_', '_', 'e', 'd', '_']","['a', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'm', 'n']",5,0,False
unpainted,"['_', 'n', '_', 'a', 'i', 'n', '_', 'e', 'd']","['b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'o']",6,0,False
barnacles,"['b', 'a', '_', 'n', 'a', 'c', 'l', 'e', '_']","['d', 'f', 'g', 'h', 'i', 'j', 'k', 'm', 'o', 'p']",7,0,False
wadded,"['_', 'a', 'd', 'd', 'e', 'd']","['b', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm']",5,0,False
implementer,"['i', 'm', '_', 'l', 'e', 'm', 'e', 'n', '_', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'o']",8,0,False
antagonise,"['a', 'n', '_', 'a', 'g', 'o', 'n', 'i', '_', 'e']","['b', 'c', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'p']",8,0,False
cautiously,"['c', 'a', '_', '_', 'i', '_', '_', '_', 'l', '_']","['b', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'm', 'n']",4,0,False
reevaluated,"['_', 'e', 'e', '_', 'a', 'l', '_', 'a', '_', 'e', 'd']","['b', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'm', 'n']",7,0,False
amazed,"['a', 'm', 'a', '_', 'e', 'd']","['b', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'n']",5,0,False
cigarillos,"['c', 'i', 'g', 'a', '_', 'i', 'l', 'l', 'o', '_']","['b', 'd', 'e', 'f', 'h', 'j', 'k', 'm', 'n', 'p']",8,0,False
insincere,"['i', '_', '_', 'i', '_', 'c', 'e', '_', 'e']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",5,0,False
hyphenation,"['h', '_', 'p', 'h', 'e', 'n', 'a', '_', 'i', 'o', 'n']","['b', 'c', 'd', 'f', 'g', 'j', 'k', 'l', 'm', 'q']",9,0,False
snags,"['_', '_', 'a', 'g', '_']","['b', 'c', 'd', 'e', 'f', 'h', 'i', 'j', 'k', 'l']",2,0,False
passably,"['_', 'a', '_', '_', 'a', 'b', 'l', '_']","['c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'm']",4,0,False
freelance,"['f', '_', 'e', 'e', 'l', 'a', 'n', 'c', 'e']","['b', 'd', 'g', 'h', 'i', 'j', 'k', 'm', 'o', 'p']",8,0,False
shareholders,"['_', 'h', 'a', '_', 'e', 'h', 'o', 'l', 'd', 'e', '_', '_']","['b', 'c', 'f', 'g', 'i', 'j', 'k', 'm', 'n', 'p']",8,0,False
pawning,"['_', 'a', '_', '_', 'i', '_', 'g']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l', 'm']",3,0,False
layered,"['l', 'a', '_', 'e', '_', 'e', 'd']","['b', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'm', 'n']",5,0,False
unluckily,"['_', 'n', 'l', '_', 'c', 'k', 'i', 'l', '_']","['a', 'b', 'd', 'e', 'f', 'g', 'h', 'j', 'm', 'o']",6,0,False
gastritis,"['g', 'a', '_', '_', '_', 'i', '_', 'i', '_']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l', 'm']",4,0,False
omnivorous,"['_', '_', '_', 'i', '_', '_', '_', '_', '_', '_']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k']",1,0,False
pitchforking,"['p', 'i', 't', 'c', 'h', 'f', 'o', 'r', 'k', 'i', 'n', 'g']","['a', 'b', 'd', 'e', 'j', 'l', 'm', 'q', 's']",12,1,True
appraising,"['a', '_', '_', '_', 'a', 'i', '_', 'i', '_', 'g']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l', 'm']",5,0,False
flusters,"['f', 'l', '_', '_', '_', 'e', '_', '_']","['a', 'b', 'c', 'd', 'g', 'h', 'i', 'j', 'k', 'm']",3,0,False
buffaloing,"['b', '_', 'f', 'f', 'a', 'l', 'o', 'i', 'n', 'g']","['c', 'd', 'e', 'h', 'j', 'k', 'm', 'p', 'q', 'r']",9,0,False
sallow,"['_', 'a', '_', '_', '_', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
friskiest,"['f', '_', 'i', '_', 'k', 'i', 'e', '_', '_']","['a', 'b', 'c', 'd', 'g', 'h', 'j', 'l', 'm', 'n']",5,0,False
typhus,"['_', '_', '_', 'h', '_', '_']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'i', 'j', 'k']",1,0,False
centimetres,"['c', 'e', 'n', '_', 'i', 'm', 'e', '_', '_', 'e', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'o']",7,0,False
dally,"['d', 'a', 'l', 'l', '_']","['b', 'c', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'm']",4,0,False
smidge,"['_', 'm', 'i', 'd', 'g', 'e']","['a', 'b', 'c', 'f', 'h', 'j', 'k', 'l', 'n', 'o']",5,0,False
molluscs,"['_', '_', '_', '_', '_', '_', 'c', '_']","['a', 'b', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
spoonbills,"['_', '_', '_', '_', '_', 'b', 'i', 'l', 'l', '_']","['a', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'm']",4,0,False
daggers,"['d', 'a', 'g', 'g', 'e', '_', '_']","['b', 'c', 'f', 'h', 'i', 'j', 'k', 'l', 'm', 'n']",5,0,False
mummified,"['m', '_', 'm', 'm', 'i', 'f', 'i', 'e', 'd']","['a', 'b', 'c', 'g', 'h', 'j', 'k', 'l', 'n', 'o']",8,0,False
thorough,"['_', 'h', '_', '_', '_', '_', 'g', 'h']","['a', 'b', 'c', 'd', 'e', 'f', 'i', 'j', 'k', 'l']",3,0,False
depositor,"['d', 'e', '_', '_', '_', 'i', '_', '_', '_']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",3,0,False
scabbier,"['_', 'c', 'a', 'b', 'b', 'i', 'e', '_']","['d', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'n', 'o']",6,0,False
hair,"['h', 'a', 'i', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'j', 'k', 'l', 'm']",3,0,False
tap,"['_', 'a', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
hippopotami,"['h', 'i', '_', '_', '_', '_', '_', '_', 'a', 'm', 'i']","['b', 'c', 'd', 'e', 'f', 'g', 'j', 'k', 'l', 'n']",5,0,False
floozie,"['f', 'l', '_', '_', '_', 'i', 'e']","['a', 'b', 'c', 'd', 'g', 'h', 'j', 'k', 'm', 'n']",4,0,False
welterweight,"['_', 'e', 'l', '_', 'e', '_', '_', 'e', 'i', 'g', 'h', '_']","['a', 'b', 'c', 'd', 'f', 'j', 'k', 'm', 'n', 'o']",7,0,False
fallowing,"['f', 'a', 'l', 'l', 'o', '_', 'i', 'n', 'g']","['b', 'c', 'd', 'e', 'h', 'j', 'k', 'm', 'p', 'q']",8,0,False
fierceness,"['f', 'i', 'e', '_', 'c', 'e', 'n', 'e', '_', '_']","['a', 'b', 'd', 'g', 'h', 'j', 'k', 'l', 'm', 'o']",7,0,False
kneads,"['k', 'n', 'e', 'a', 'd', '_']","['b', 'c', 'f', 'g', 'h', 'i', 'j', 'l', 'm', 'o']",5,0,False
pederasty,"['_', 'e', 'd', 'e', '_', 'a', '_', '_', '_']","['b', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm']",4,0,False
reckless,"['_', 'e', 'c', 'k', 'l', 'e', '_', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'i', 'j', 'm', 'n']",5,0,False
sprawling,"['_', '_', '_', 'a', '_', 'l', 'i', 'n', 'g']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'm', 'o']",5,0,False
suggestible,"['_', '_', 'g', 'g', 'e', '_', '_', 'i', 'b', 'l', 'e']","['a', 'c', 'd', 'f', 'h', 'j', 'k', 'm', 'n', 'o']",7,0,False
townsfolk,"['_', '_', '_', '_', '_', 'f', '_', 'l', 'k']","['a', 'b', 'c', 'd', 'e', 'g', 'h', 'i', 'j', 'm']",3,0,False
porn,"['_', '_', '_', '_']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j']",0,0,False
nurseries,"['_', '_', '_', '_', 'e', '_', 'i', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l']",3,0,False
guesswork,"['g', '_', 'e', '_', '_', '_', '_', '_', 'k']","['a', 'b', 'c', 'd', 'f', 'h', 'i', 'j', 'l', 'm']",3,0,False
flatfoot,"['f', 'l', 'a', '_', 'f', '_', '_', '_']","['b', 'c', 'd', 'e', 'g', 'h', 'i', 'j', 'k', 'm']",4,0,False
sphinxes,"['_', '_', 'h', 'i', '_', '_', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'j', 'k', 'l', 'm']",3,0,False
beneficence,"['b', 'e', 'n', 'e', 'f', 'i', 'c', 'e', 'n', 'c', 'e']","['a', 'd', 'g', 'h', 'j', 'k', 'l', 'm']",11,2,True
clime,"['c', 'l', 'i', 'm', 'e']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k']",5,2,True
sylph,"['_', '_', '_', '_', 'h']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'i', 'j', 'k']",1,0,False
artisan,"['a', '_', '_', 'i', '_', 'a', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'l']",3,0,False
improbable,"['i', 'm', 'p', 'r', 'o', 'b', 'a', 'b', 'l', 'e']","['c', 'd', 'f', 'g', 'h', 'j', 'k', 'n', 'q']",10,1,True
afforesting,"['a', 'f', 'f', 'o', '_', 'e', '_', '_', 'i', 'n', 'g']","['b', 'c', 'd', 'h', 'j', 'k', 'l', 'm', 'p', 'q']",8,0,False
condor,"['c', '_', '_', 'd', '_', '_']","['a', 'b', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
arsenals,"['a', '_', '_', 'e', '_', 'a', 'l', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'm']",4,0,False
propagation,"['_', '_', '_', '_', 'a', 'g', 'a', '_', 'i', '_', '_']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l', 'm']",4,0,False
skyrockets,"['_', 'k', '_', '_', '_', 'c', 'k', 'e', '_', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'i', 'j', 'l', 'm']",4,0,False
poets,"['_', '_', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
skyline,"['_', 'k', '_', 'l', 'i', 'n', 'e']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'm', 'o']",5,0,False
consignments,"['c', 'o', 'n', '_', 'i', 'g', 'n', 'm', 'e', 'n', '_', '_']","['a', 'b', 'd', 'f', 'h', 'j', 'k', 'l', 'p', 'q']",9,0,False
wads,"['_', 'a', 'd', '_']","['b', 'c', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
glowers,"['g', 'l', '_', '_', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'h', 'i', 'j', 'k', 'm']",3,0,False
readjustment,"['_', 'e', 'a', 'd', 'j', '_', '_', '_', 'm', 'e', 'n', '_']","['b', 'c', 'f', 'g', 'h', 'i', 'k', 'l', 'o', 'p']",7,0,False
sampan,"['_', 'a', '_', '_', 'a', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",2,0,False
muezzins,"['_', '_', 'e', '_', '_', 'i', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l']",2,0,False
loco,"['_', '_', 'c', '_']","['a', 'b', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
forays,"['f', '_', '_', 'a', '_', '_']","['b', 'c', 'd', 'e', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
