target,discovered,wrong letters,number of hits,lives remaining,game won
archbishoprics,"['a', '_', 'c', 'h', 'b', 'i', '_', 'h', 'o', 'p', '_', 'i', 'c', '_']","['d', 'e', 'f', 'g', 'j', 'k', 'l', 'm', 'n', 'q']",10,0,False
twirl,"['_', '_', 'i', '_', '_']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k']",1,0,False
manias,"['_', 'a', '_', 'i', 'a', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'l']",3,0,False
aromas,"['a', '_', '_', '_', 'a', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",2,0,False
door,"['d', '_', '_', '_']","['a', 'b', 'c', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
cirrhosis,"['c', 'i', '_', '_', 'h', '_', '_', 'i', '_']","['a', 'b', 'd', 'e', 'f', 'g', 'j', 'k', 'l', 'm']",4,0,False
burgeon,"['b', '_', '_', 'g', 'e', '_', '_']","['a', 'c', 'd', 'f', 'h', 'i', 'j', 'k', 'l', 'm']",3,0,False
grilling,"['g', '_', 'i', 'l', 'l', 'i', '_', 'g']","['a', 'b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'm']",6,0,False
diking,"['d', 'i', 'k', 'i', 'n', 'g']","['a', 'b', 'c', 'e', 'f', 'h', 'j', 'l', 'm']",6,1,True
consonances,"['c', '_', '_', '_', '_', '_', 'a', '_', 'c', 'e', '_']","['b', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm']",4,0,False
whirr,"['_', 'h', 'i', '_', '_']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'j', 'k', 'l']",2,0,False
sections,"['_', 'e', 'c', '_', 'i', '_', '_', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",3,0,False
bedraggled,"['b', 'e', 'd', '_', 'a', 'g', 'g', 'l', 'e', 'd']","['c', 'f', 'h', 'i', 'j', 'k', 'm', 'n', 'o', 'p']",9,0,False
dispensary,"['d', 'i', '_', '_', 'e', 'n', '_', 'a', '_', '_']","['b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'o']",5,0,False
roaches,"['_', '_', 'a', 'c', 'h', 'e', '_']","['b', 'd', 'f', 'g', 'i', 'j', 'k', 'l', 'm', 'n']",4,0,False
remoter,"['_', 'e', '_', '_', '_', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k']",2,0,False
gambled,"['g', 'a', 'm', 'b', 'l', 'e', 'd']","['c', 'f', 'h', 'i', 'j', 'k']",7,4,True
moot,"['_', '_', '_', '_']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j']",0,0,False
smothers,"['_', '_', '_', '_', 'h', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'i', 'j', 'k', 'l']",2,0,False
parishioners,"['p', 'a', '_', 'i', '_', 'h', 'i', 'o', 'n', 'e', '_', '_']","['b', 'c', 'd', 'f', 'g', 'j', 'k', 'l', 'm', 'q']",8,0,False
fitly,"['f', 'i', '_', 'l', '_']","['a', 'b', 'c', 'd', 'e', 'g', 'h', 'j', 'k', 'm']",3,0,False
positional,"['_', '_', '_', 'i', '_', 'i', '_', '_', 'a', 'l']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'm']",4,0,False
rivetted,"['_', 'i', '_', 'e', '_', '_', 'e', 'd']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",4,0,False
complimenting,"['c', 'o', 'm', 'p', 'l', 'i', 'm', 'e', 'n', '_', 'i', 'n', 'g']","['a', 'b', 'd', 'f', 'h', 'j', 'k', 'q', 'r', 's']",12,0,False
gauzy,"['g', 'a', '_', '_', '_']","['b', 'c', 'd', 'e', 'f', 'h', 'i', 'j', 'k', 'l']",2,0,False
pairs,"['_', 'a', 'i', '_', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'l']",2,0,False
nitrating,"['_', 'i', '_', '_', 'a', '_', 'i', '_', 'g']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l', 'm']",4,0,False
bigmouth,"['b', 'i', 'g', 'm', 'o', '_', '_', 'h']","['a', 'c', 'd', 'e', 'f', 'j', 'k', 'l', 'n', 'p']",6,0,False
scald,"['_', 'c', 'a', 'l', 'd']","['b', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'm', 'n']",4,0,False
alacrity,"['a', 'l', 'a', 'c', '_', 'i', '_', '_']","['b', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'm', 'n']",5,0,False
solicitous,"['_', '_', 'l', 'i', 'c', 'i', '_', '_', '_', '_']","['a', 'b', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'm']",4,0,False
gargling,"['g', 'a', '_', 'g', 'l', 'i', 'n', 'g']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'm', 'o']",7,0,False
internement,"['i', '_', '_', 'e', '_', '_', 'e', '_', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l']",4,0,False
tillable,"['_', 'i', 'l', 'l', 'a', 'b', 'l', 'e']","['c', 'd', 'f', 'g', 'h', 'j', 'k', 'm', 'n', 'o']",7,0,False
capable,"['c', 'a', '_', 'a', 'b', 'l', 'e']","['d', 'f', 'g', 'h', 'i', 'j', 'k', 'm', 'n', 'o']",6,0,False
scabrous,"['_', 'c', 'a', 'b', '_', '_', '_', '_']","['d', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm']",3,0,False
representative,"['_', 'e', '_', '_', 'e', '_', 'e', '_', '_', 'a', '_', 'i', '_', 'e']","['b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",6,0,False
quashing,"['_', '_', 'a', '_', 'h', 'i', 'n', 'g']","['b', 'c', 'd', 'e', 'f', 'j', 'k', 'l', 'm', 'o']",5,0,False
beef,"['b', 'e', 'e', 'f']","['a', 'c', 'd']",4,7,True
hairstyles,"['h', 'a', 'i', '_', '_', '_', '_', 'l', 'e', '_']","['b', 'c', 'd', 'f', 'g', 'j', 'k', 'm', 'n', 'o']",5,0,False
inflexions,"['i', 'n', 'f', 'l', 'e', '_', 'i', 'o', 'n', '_']","['a', 'b', 'c', 'd', 'g', 'h', 'j', 'k', 'm', 'p']",8,0,False
unfamiliar,"['_', 'n', 'f', 'a', 'm', 'i', 'l', 'i', 'a', '_']","['b', 'c', 'd', 'e', 'g', 'h', 'j', 'k', 'o', 'p']",8,0,False
installation,"['i', '_', '_', '_', 'a', 'l', 'l', 'a', '_', 'i', '_', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'm']",6,0,False
insufferably,"['i', 'n', '_', '_', 'f', 'f', 'e', '_', 'a', 'b', 'l', '_']","['c', 'd', 'g', 'h', 'j', 'k', 'm', 'o', 'p', 'q']",8,0,False
milers,"['m', 'i', 'l', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'n']",4,0,False
mashing,"['m', 'a', '_', 'h', 'i', 'n', 'g']","['b', 'c', 'd', 'e', 'f', 'j', 'k', 'l', 'o', 'p']",6,0,False
appointed,"['a', 'p', 'p', 'o', 'i', 'n', '_', 'e', 'd']","['b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'q']",8,0,False
interviews,"['i', '_', '_', 'e', '_', '_', 'i', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l']",4,0,False
podcast,"['_', '_', 'd', 'c', 'a', '_', '_']","['b', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm']",3,0,False
epidemics,"['e', '_', 'i', 'd', 'e', 'm', 'i', 'c', '_']","['a', 'b', 'f', 'g', 'h', 'j', 'k', 'l', 'n', 'o']",7,0,False
mouldiest,"['m', 'o', '_', 'l', 'd', 'i', 'e', '_', '_']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'n', 'p']",6,0,False
gumbos,"['g', '_', '_', 'b', '_', '_']","['a', 'c', 'd', 'e', 'f', 'h', 'i', 'j', 'k', 'l']",2,0,False
riches,"['_', 'i', 'c', 'h', 'e', '_']","['a', 'b', 'd', 'f', 'g', 'j', 'k', 'l', 'm', 'n']",4,0,False
atavism,"['a', '_', 'a', '_', 'i', '_', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'l']",3,0,False
maligns,"['m', 'a', 'l', 'i', 'g', 'n', '_']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'o', 'p']",6,0,False
incubator,"['i', 'n', 'c', '_', 'b', 'a', '_', 'o', '_']","['d', 'e', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'p']",6,0,False
traction,"['_', '_', 'a', 'c', '_', 'i', '_', '_']","['b', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",3,0,False
overmuch,"['_', '_', 'e', '_', 'm', '_', 'c', 'h']","['a', 'b', 'd', 'f', 'g', 'i', 'j', 'k', 'l', 'n']",4,0,False
forsworn,"['f', '_', '_', '_', '_', '_', '_', '_']","['a', 'b', 'c', 'd', 'e', 'g', 'h', 'i', 'j', 'k']",1,0,False
quickies,"['_', '_', 'i', 'c', 'k', 'i', 'e', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'l', 'm', 'n']",5,0,False
sizer,"['_', 'i', '_', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l']",2,0,False
feeds,"['f', 'e', 'e', 'd', '_']","['a', 'b', 'c', 'g', 'h', 'i', 'j', 'k', 'l', 'm']",4,0,False
concluded,"['c', 'o', 'n', 'c', 'l', '_', 'd', 'e', 'd']","['a', 'b', 'f', 'g', 'h', 'i', 'j', 'k', 'm', 'p']",8,0,False
outweighing,"['o', '_', '_', '_', 'e', 'i', 'g', 'h', 'i', 'n', 'g']","['a', 'b', 'c', 'd', 'f', 'j', 'k', 'l', 'm', 'p']",8,0,False
scrapbooks,"['_', 'c', '_', 'a', '_', 'b', '_', '_', 'k', '_']","['d', 'e', 'f', 'g', 'h', 'i', 'j', 'l', 'm', 'n']",4,0,False
inflect,"['i', 'n', 'f', 'l', 'e', 'c', '_']","['a', 'b', 'd', 'g', 'h', 'j', 'k', 'm', 'o', 'p']",6,0,False
citronella,"['c', 'i', '_', '_', 'o', 'n', 'e', 'l', 'l', 'a']","['b', 'd', 'f', 'g', 'h', 'j', 'k', 'm', 'p', 'q']",8,0,False
lilacs,"['l', 'i', 'l', 'a', 'c', '_']","['b', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'm', 'n']",5,0,False
terrarium,"['_', 'e', '_', '_', 'a', '_', 'i', '_', 'm']","['b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'n']",4,0,False
rowdier,"['_', '_', '_', 'd', 'i', 'e', '_']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",3,0,False
cancans,"['c', 'a', '_', 'c', 'a', '_', '_']","['b', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",4,0,False
lams,"['_', 'a', '_', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
wisecrack,"['_', 'i', '_', 'e', 'c', '_', 'a', 'c', 'k']","['b', 'd', 'f', 'g', 'h', 'j', 'l', 'm', 'n', 'o']",6,0,False
adhered,"['a', 'd', 'h', 'e', '_', 'e', 'd']","['b', 'c', 'f', 'g', 'i', 'j', 'k', 'l', 'm', 'n']",6,0,False
betake,"['b', 'e', '_', 'a', 'k', 'e']","['c', 'd', 'f', 'g', 'h', 'i', 'j', 'l', 'm', 'n']",5,0,False
pleasuring,"['p', 'l', 'e', 'a', '_', '_', '_', 'i', 'n', 'g']","['b', 'c', 'd', 'f', 'h', 'j', 'k', 'm', 'o', 'q']",7,0,False
tatty,"['_', 'a', '_', '_', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
dividers,"['d', 'i', '_', 'i', 'd', 'e', '_', '_']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",5,0,False
thoroughbreds,"['_', 'h', 'o', '_', 'o', '_', 'g', 'h', 'b', '_', 'e', 'd', '_']","['a', 'c', 'f', 'i', 'j', 'k', 'l', 'm', 'n', 'p']",8,0,False
protean,"['_', '_', '_', '_', 'e', 'a', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
emptier,"['e', '_', '_', '_', 'i', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l']",3,0,False
circumspection,"['c', 'i', '_', 'c', '_', 'm', '_', 'p', 'e', 'c', '_', 'i', 'o', 'n']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'q']",10,0,False
sideshow,"['_', 'i', 'd', 'e', '_', 'h', '_', '_']","['a', 'b', 'c', 'f', 'g', 'j', 'k', 'l', 'm', 'n']",4,0,False
yeomen,"['_', 'e', '_', '_', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k']",2,0,False
dud,"['d', '_', 'd']","['a', 'b', 'c', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",2,0,False
anticlimactic,"['a', 'n', '_', 'i', 'c', 'l', 'i', 'm', 'a', 'c', '_', 'i', 'c']","['b', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'o', 'p']",11,0,False
shutdowns,"['_', 'h', '_', '_', 'd', '_', '_', '_', '_']","['a', 'b', 'c', 'e', 'f', 'g', 'i', 'j', 'k', 'l']",2,0,False
bursitis,"['b', '_', '_', '_', 'i', '_', 'i', '_']","['a', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'l']",3,0,False
travailing,"['_', '_', 'a', '_', 'a', 'i', 'l', 'i', 'n', 'g']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'm', 'o']",7,0,False
noting,"['_', '_', '_', 'i', '_', 'g']","['a', 'b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l']",2,0,False
lifetime,"['l', 'i', 'f', 'e', '_', 'i', 'm', 'e']","['a', 'b', 'c', 'd', 'g', 'h', 'j', 'k', 'n', 'o']",7,0,False
verging,"['_', 'e', '_', 'g', 'i', '_', 'g']","['a', 'b', 'c', 'd', 'f', 'h', 'j', 'k', 'l', 'm']",4,0,False
silvery,"['_', 'i', 'l', '_', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'm']",3,0,False
irateness,"['i', '_', 'a', '_', 'e', '_', 'e', '_', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",4,0,False
mahatmas,"['_', 'a', 'h', 'a', '_', '_', 'a', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'i', 'j', 'k', 'l']",4,0,False
meadowlark,"['m', 'e', 'a', 'd', 'o', '_', 'l', 'a', '_', 'k']","['b', 'c', 'f', 'g', 'h', 'i', 'j', 'n', 'p', 'q']",8,0,False
intensification,"['i', 'n', '_', 'e', 'n', '_', 'i', 'f', 'i', 'c', 'a', '_', 'i', 'o', 'n']","['b', 'd', 'g', 'h', 'j', 'k', 'l', 'm', 'p', 'q']",12,0,False
expectorant,"['e', '_', '_', 'e', 'c', '_', '_', '_', 'a', '_', '_']","['b', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm']",4,0,False
overeating,"['o', '_', 'e', '_', 'e', 'a', '_', 'i', 'n', 'g']","['b', 'c', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'p']",7,0,False
mimed,"['m', 'i', 'm', 'e', 'd']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'l']",5,1,True
vainer,"['_', 'a', 'i', '_', 'e', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",3,0,False
storekeepers,"['_', '_', '_', '_', 'e', 'k', 'e', 'e', '_', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'l']",5,0,False
mopping,"['_', '_', '_', '_', 'i', '_', 'g']","['a', 'b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l']",2,0,False
parish,"['_', 'a', '_', 'i', '_', 'h']","['b', 'c', 'd', 'e', 'f', 'g', 'j', 'k', 'l', 'm']",3,0,False
vulgarly,"['_', '_', 'l', 'g', 'a', '_', 'l', '_']","['b', 'c', 'd', 'e', 'f', 'h', 'i', 'j', 'k', 'm']",4,0,False
everglade,"['e', '_', 'e', '_', 'g', 'l', 'a', 'd', 'e']","['b', 'c', 'f', 'h', 'i', 'j', 'k', 'm', 'n', 'o']",7,0,False
sweltering,"['_', '_', 'e', 'l', '_', 'e', '_', 'i', 'n', 'g']","['a', 'b', 'c', 'd', 'f', 'h', 'j', 'k', 'm', 'o']",6,0,False
conceptions,"['c', '_', '_', 'c', 'e', '_', '_', 'i', '_', '_', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",4,0,False
mutual,"['_', '_', '_', '_', 'a', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
softening,"['_', 'o', 'f', '_', 'e', 'n', 'i', 'n', 'g']","['a', 'b', 'c', 'd', 'h', 'j', 'k', 'l', 'm', 'p']",7,0,False
illustrating,"['i', 'l', 'l', '_', '_', '_', '_', 'a', '_', 'i', 'n', 'g']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'm', 'o']",7,0,False
likelier,"['l', 'i', 'k', 'e', 'l', 'i', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'm', 'n']",7,0,False
circulate,"['c', 'i', '_', 'c', '_', 'l', 'a', '_', 'e']","['b', 'd', 'f', 'g', 'h', 'j', 'k', 'm', 'n', 'o']",6,0,False
counterbalances,"['c', 'o', '_', 'n', '_', 'e', '_', 'b', 'a', 'l', 'a', 'n', 'c', 'e', '_']","['d', 'f', 'g', 'h', 'i', 'j', 'k', 'm', 'p', 'q']",11,0,False
woodcraft,"['_', '_', '_', 'd', 'c', '_', 'a', 'f', '_']","['b', 'e', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n']",4,0,False
attestation,"['a', '_', '_', 'e', '_', '_', 'a', '_', 'i', '_', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",4,0,False
obliquely,"['_', 'b', 'l', 'i', '_', '_', 'e', 'l', '_']","['a', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'm', 'n']",5,0,False
vessels,"['_', 'e', '_', '_', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k']",2,0,False
harems,"['h', 'a', '_', 'e', 'm', '_']","['b', 'c', 'd', 'f', 'g', 'i', 'j', 'k', 'l', 'n']",4,0,False
preexists,"['_', '_', 'e', 'e', '_', 'i', '_', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l']",3,0,False
dewdrop,"['d', 'e', '_', 'd', '_', '_', '_']","['a', 'b', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",3,0,False
illustrious,"['i', '_', '_', '_', '_', '_', '_', 'i', '_', '_', '_']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k']",2,0,False
subordinating,"['_', '_', 'b', 'o', '_', 'd', 'i', 'n', 'a', '_', 'i', 'n', 'g']","['c', 'e', 'f', 'h', 'j', 'k', 'l', 'm', 'p', 'q']",9,0,False
oversupplied,"['_', '_', 'e', '_', '_', '_', '_', '_', 'l', 'i', 'e', 'd']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'm', 'n']",5,0,False
swathe,"['_', '_', 'a', '_', 'h', 'e']","['b', 'c', 'd', 'f', 'g', 'i', 'j', 'k', 'l', 'm']",3,0,False
giantess,"['g', 'i', 'a', 'n', '_', 'e', '_', '_']","['b', 'c', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'o']",5,0,False
badges,"['b', 'a', 'd', 'g', 'e', '_']","['c', 'f', 'h', 'i', 'j', 'k', 'l', 'm', 'n', 'o']",5,0,False
tuners,"['_', '_', '_', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
ironed,"['i', '_', '_', '_', 'e', 'd']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",3,0,False
lowbrows,"['_', '_', '_', 'b', '_', '_', '_', '_']","['a', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
rewired,"['_', 'e', '_', 'i', '_', 'e', 'd']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",4,0,False
coming,"['c', 'o', 'm', 'i', 'n', 'g']","['a', 'b', 'd', 'e', 'f', 'h', 'j', 'k', 'l']",6,1,True
thence,"['_', 'h', 'e', '_', 'c', 'e']","['a', 'b', 'd', 'f', 'g', 'i', 'j', 'k', 'l', 'm']",4,0,False
vibes,"['_', 'i', 'b', 'e', '_']","['a', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",3,0,False
profiling,"['p', '_', 'o', 'f', 'i', 'l', 'i', 'n', 'g']","['a', 'b', 'c', 'd', 'e', 'h', 'j', 'k', 'm', 'q']",8,0,False
transitioned,"['_', '_', 'a', 'n', '_', 'i', '_', 'i', 'o', 'n', 'e', 'd']","['b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'p']",8,0,False
scapegoating,"['_', 'c', 'a', 'p', 'e', 'g', 'o', 'a', '_', 'i', 'n', 'g']","['b', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'q', 'r']",10,0,False
bittersweets,"['b', 'i', '_', '_', 'e', '_', '_', '_', 'e', 'e', '_', '_']","['a', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",5,0,False
organics,"['o', '_', 'g', 'a', 'n', 'i', 'c', '_']","['b', 'd', 'e', 'f', 'h', 'j', 'k', 'l', 'm', 'p']",6,0,False
bountiful,"['b', 'o', '_', 'n', '_', 'i', 'f', '_', 'l']","['a', 'c', 'd', 'e', 'g', 'h', 'j', 'k', 'm', 'p']",6,0,False
loudmouth,"['l', '_', '_', 'd', 'm', '_', '_', '_', 'h']","['a', 'b', 'c', 'e', 'f', 'g', 'i', 'j', 'k', 'n']",4,0,False
kitty,"['k', 'i', '_', '_', '_']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'l']",2,0,False
payload,"['_', 'a', '_', 'l', '_', 'a', 'd']","['b', 'c', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'm']",4,0,False
lifting,"['l', 'i', 'f', '_', 'i', 'n', 'g']","['a', 'b', 'c', 'd', 'e', 'h', 'j', 'k', 'm', 'o']",6,0,False
liveliest,"['l', 'i', '_', 'e', 'l', 'i', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'm']",6,0,False
counterbalanced,"['c', 'o', '_', 'n', '_', 'e', 'r', 'b', 'a', 'l', 'a', 'n', 'c', 'e', 'd']","['f', 'g', 'h', 'i', 'j', 'k', 'm', 'p', 'q', 's']",13,0,False
antihero,"['a', 'n', '_', 'i', 'h', 'e', '_', 'o']","['b', 'c', 'd', 'f', 'g', 'j', 'k', 'l', 'm', 'p']",6,0,False
voyages,"['_', '_', '_', 'a', 'g', 'e', '_']","['b', 'c', 'd', 'f', 'h', 'i', 'j', 'k', 'l', 'm']",3,0,False
gravels,"['g', '_', 'a', '_', 'e', 'l', '_']","['b', 'c', 'd', 'f', 'h', 'i', 'j', 'k', 'm', 'n']",4,0,False
visages,"['_', 'i', '_', 'a', 'g', 'e', '_']","['b', 'c', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'n']",4,0,False
permutes,"['_', 'e', '_', '_', '_', '_', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k']",2,0,False
ringlets,"['_', 'i', 'n', 'g', 'l', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'h', 'j', 'k', 'm', 'o']",5,0,False
buff,"['b', '_', 'f', 'f']","['a', 'c', 'd', 'e', 'g', 'h', 'i', 'j', 'k', 'l']",3,0,False
irrelevancies,"['i', '_', '_', 'e', 'l', 'e', '_', 'a', 'n', 'c', 'i', 'e', '_']","['b', 'd', 'f', 'g', 'h', 'j', 'k', 'm', 'o', 'p']",9,0,False
necks,"['_', 'e', 'c', 'k', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'i', 'j', 'l', 'm']",3,0,False
pilgrimage,"['p', 'i', 'l', 'g', '_', 'i', 'm', 'a', 'g', 'e']","['b', 'c', 'd', 'f', 'h', 'j', 'k', 'n', 'o', 'q']",9,0,False
retractions,"['_', 'e', '_', '_', 'a', 'c', '_', 'i', 'o', 'n', '_']","['b', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'p']",6,0,False
formidably,"['f', 'o', 'r', 'm', 'i', 'd', 'a', 'b', 'l', '_']","['c', 'e', 'g', 'h', 'j', 'k', 'n', 'p', 'q', 's']",9,0,False
bellboys,"['b', 'e', 'l', 'l', 'b', '_', '_', '_']","['a', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'm']",5,0,False
candid,"['c', 'a', 'n', 'd', 'i', 'd']","['b', 'e', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",6,1,True
appearing,"['a', '_', '_', 'e', 'a', '_', 'i', 'n', 'g']","['b', 'c', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'o']",6,0,False
heroins,"['h', 'e', '_', '_', 'i', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'j', 'k', 'l', 'm']",3,0,False
papooses,"['_', 'a', '_', '_', '_', '_', 'e', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
kilobyte,"['k', 'i', 'l', 'o', 'b', '_', '_', 'e']","['a', 'c', 'd', 'f', 'g', 'h', 'j', 'm', 'n', 'p']",6,0,False
fat,"['f', 'a', '_']","['b', 'c', 'd', 'e', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
yups,"['_', '_', '_', '_']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j']",0,0,False
confab,"['c', 'o', 'n', 'f', 'a', 'b']","['d', 'e', 'g', 'h', 'i', 'j', 'k', 'l', 'm']",6,1,True
fondled,"['f', 'o', 'n', 'd', 'l', 'e', 'd']","['a', 'b', 'c', 'g', 'h', 'i', 'j', 'k', 'm']",7,1,True
sublimely,"['_', '_', 'b', 'l', 'i', 'm', 'e', 'l', '_']","['a', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'n', 'o']",6,0,False
weaselling,"['_', 'e', 'a', '_', 'e', 'l', 'l', 'i', 'n', 'g']","['b', 'c', 'd', 'f', 'h', 'j', 'k', 'm', 'o', 'p']",8,0,False
vessels,"['_', 'e', '_', '_', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k']",2,0,False
chancellor,"['c', 'h', 'a', 'n', 'c', 'e', 'l', 'l', 'o', '_']","['b', 'd', 'f', 'g', 'i', 'j', 'k', 'm', 'p', 'q']",9,0,False
