target,discovered,wrong letters,number of hits,lives remaining,game won
inning,"['_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
weaved,"['w', '_', '_', 'v', '_', '_']","['z', 'y', 'x', 'u', 't', 's', 'r', 'q', 'p', 'o']",2,0,False
sucked,"['s', 'u', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 'r', 'q', 'p', 'o']",2,0,False
keepsakes,"['_', '_', '_', 'p', 's', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'o']",3,0,False
highwaymen,"['_', '_', '_', '_', 'w', '_', 'y', '_', '_', '_']","['z', 'x', 'v', 'u', 't', 's', 'r', 'q', 'p', 'o']",2,0,False
eyebrow,"['_', 'y', '_', '_', 'r', 'o', 'w']","['z', 'x', 'v', 'u', 't', 's', 'q', 'p', 'n', 'm']",4,0,False
colossal,"['_', '_', '_', '_', 's', 's', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",2,0,False
follower,"['_', 'o', '_', '_', 'o', 'w', '_', 'r']","['z', 'y', 'x', 'v', 'u', 't', 's', 'q', 'p', 'n']",4,0,False
fallacies,"['_', '_', '_', '_', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
twaddles,"['t', 'w', '_', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'v', 'u', 'r', 'q', 'p', 'o', 'n']",3,0,False
regency,"['r', '_', '_', '_', '_', '_', 'y']","['z', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p', 'o']",2,0,False
perambulator,"['p', '_', 'r', '_', 'm', '_', 'u', 'l', '_', 't', 'o', 'r']","['z', 'y', 'x', 'w', 'v', 's', 'q', 'n', 'k', 'j']",8,0,False
nature,"['n', '_', 't', 'u', 'r', '_']","['z', 'y', 'x', 'w', 'v', 's', 'q', 'p', 'o', 'm']",4,0,False
grated,"['_', 'r', '_', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'o']",2,0,False
restraints,"['r', '_', 's', 't', 'r', '_', '_', 'n', 't', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'm']",7,0,False
docketed,"['_', '_', '_', '_', '_', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'p']",1,0,False
doughy,"['_', 'o', 'u', '_', '_', 'y']","['z', 'x', 'w', 'v', 't', 's', 'r', 'q', 'p', 'n']",3,0,False
unknowingly,"['u', 'n', 'k', 'n', 'o', 'w', '_', 'n', '_', 'l', 'y']","['z', 'x', 'v', 't', 's', 'r', 'q', 'p', 'm', 'j']",9,0,False
reprehends,"['r', '_', 'p', 'r', '_', '_', '_', 'n', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'o', 'm']",5,0,False
phishing,"['p', '_', '_', 's', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'o']",2,0,False
slummer,"['s', '_', 'u', '_', '_', '_', 'r']","['z', 'y', 'x', 'w', 'v', 't', 'q', 'p', 'o', 'n']",3,0,False
continuing,"['_', 'o', 'n', 't', '_', 'n', 'u', '_', 'n', '_']","['z', 'y', 'x', 'w', 'v', 's', 'r', 'q', 'p', 'm']",6,0,False
obnoxious,"['o', '_', 'n', 'o', 'x', '_', 'o', 'u', 's']","['z', 'y', 'w', 'v', 't', 'r', 'q', 'p', 'm', 'l']",7,0,False
scripture,"['s', '_', 'r', '_', 'p', 't', 'u', 'r', '_']","['z', 'y', 'x', 'w', 'v', 'q', 'o', 'n', 'm', 'l']",6,0,False
sponge,"['s', 'p', 'o', 'n', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'm']",4,0,False
filtrating,"['_', '_', '_', 't', 'r', '_', 't', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'o']",3,0,False
fundamentally,"['_', 'u', 'n', '_', '_', 'm', '_', 'n', 't', '_', 'l', 'l', 'y']","['z', 'x', 'w', 'v', 's', 'r', 'q', 'p', 'o', 'k']",8,0,False
snowstorms,"['s', 'n', 'o', 'w', 's', 't', 'o', 'r', 'm', 's']","['z', 'y', 'x', 'v', 'u', 'q', 'p']",10,3,True
aquarium,"['_', 'q', 'u', '_', 'r', '_', 'u', '_']","['z', 'y', 'x', 'w', 'v', 't', 's', 'p', 'o', 'n']",4,0,False
grabber,"['_', 'r', '_', '_', '_', '_', 'r']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",2,0,False
columbine,"['_', '_', '_', 'u', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 's', 'r', 'q', 'p']",1,0,False
hyperbolic,"['_', 'y', 'p', '_', 'r', '_', 'o', '_', '_', '_']","['z', 'x', 'w', 'v', 'u', 't', 's', 'q', 'n', 'm']",4,0,False
skip,"['s', '_', '_', 'p']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'o']",2,0,False
exegeses,"['_', 'x', '_', '_', '_', 's', '_', 's']","['z', 'y', 'w', 'v', 'u', 't', 'r', 'q', 'p', 'o']",3,0,False
chloroformed,"['_', '_', '_', '_', 'r', '_', '_', '_', 'r', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",2,0,False
felicitous,"['_', '_', '_', '_', '_', '_', 't', 'o', 'u', 's']","['z', 'y', 'x', 'w', 'v', 'r', 'q', 'p', 'n', 'm']",4,0,False
absorbent,"['_', '_', 's', 'o', 'r', '_', '_', 'n', 't']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'm', 'l']",5,0,False
invasive,"['_', '_', 'v', '_', 's', '_', 'v', '_']","['z', 'y', 'x', 'w', 'u', 't', 'r', 'q', 'p', 'o']",3,0,False
pituitary,"['p', '_', 't', 'u', '_', 't', '_', 'r', 'y']","['z', 'x', 'w', 'v', 's', 'q', 'o', 'n', 'm', 'l']",6,0,False
literates,"['_', '_', 't', '_', 'r', '_', 't', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'n']",4,0,False
rebelled,"['r', '_', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",1,0,False
sundered,"['s', 'u', 'n', '_', '_', 'r', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 'q', 'p', 'o', 'm']",4,0,False
chapters,"['_', '_', '_', 'p', 't', '_', 'r', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'o', 'n', 'm']",4,0,False
emaciated,"['_', '_', '_', '_', '_', '_', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'p']",1,0,False
brinks,"['_', 'r', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'o']",2,0,False
disowning,"['_', '_', 's', 'o', 'w', 'n', '_', 'n', '_']","['z', 'y', 'x', 'v', 'u', 't', 'r', 'q', 'p', 'm']",5,0,False
serrated,"['s', '_', 'r', 'r', '_', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'n']",4,0,False
sketchier,"['s', '_', '_', 't', '_', '_', '_', '_', 'r']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'n']",3,0,False
overstate,"['o', 'v', '_', 'r', 's', 't', '_', 't', '_']","['z', 'y', 'x', 'w', 'u', 'q', 'p', 'n', 'm', 'l']",6,0,False
beastlier,"['_', '_', '_', 's', 't', '_', '_', '_', 'r']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'n']",3,0,False
fitness,"['_', '_', 't', '_', '_', 's', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o']",3,0,False
enrols,"['_', 'n', 'r', 'o', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'm']",4,0,False
tense,"['t', '_', '_', 's', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o']",2,0,False
cosmetic,"['_', 'o', 's', '_', '_', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'n']",3,0,False
pellagra,"['p', '_', '_', '_', '_', '_', 'r', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'o']",2,0,False
pioneer,"['p', '_', 'o', 'n', '_', '_', 'r']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'm']",4,0,False
velocities,"['v', '_', '_', 'o', '_', '_', 't', '_', '_', 's']","['z', 'y', 'x', 'w', 'u', 'r', 'q', 'p', 'n', 'm']",4,0,False
masking,"['_', '_', 's', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
unexampled,"['u', 'n', '_', 'x', '_', 'm', 'p', 'l', '_', '_']","['z', 'y', 'w', 'v', 't', 's', 'r', 'q', 'o', 'k']",6,0,False
mania,"['_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
serving,"['s', '_', 'r', 'v', '_', 'n', '_']","['z', 'y', 'x', 'w', 'u', 't', 'q', 'p', 'o', 'm']",4,0,False
astonishingly,"['_', 's', 't', 'o', 'n', '_', 's', '_', '_', 'n', '_', 'l', 'y']","['z', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'm', 'k']",8,0,False
ethics,"['_', 't', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o']",2,0,False
slobbered,"['s', '_', 'o', '_', '_', '_', 'r', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'n']",3,0,False
excusable,"['_', 'x', '_', 'u', 's', '_', '_', '_', '_']","['z', 'y', 'w', 'v', 't', 'r', 'q', 'p', 'o', 'n']",3,0,False
cocktails,"['_', 'o', '_', '_', 't', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'n']",3,0,False
envisioned,"['_', 'n', 'v', '_', 's', '_', 'o', 'n', '_', '_']","['z', 'y', 'x', 'w', 'u', 't', 'r', 'q', 'p', 'm']",5,0,False
summaries,"['s', 'u', '_', '_', '_', 'r', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 't', 'q', 'p', 'o', 'n']",4,0,False
disagreement,"['_', '_', 's', '_', '_', 'r', '_', '_', 'm', '_', 'n', 't']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'l']",5,0,False
mavens,"['_', '_', 'v', '_', '_', 's']","['z', 'y', 'x', 'w', 'u', 't', 'r', 'q', 'p', 'o']",2,0,False
spike,"['s', 'p', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'o']",2,0,False
auditoria,"['_', 'u', '_', '_', 't', 'o', 'r', '_', '_']","['z', 'y', 'x', 'w', 'v', 's', 'q', 'p', 'n', 'm']",4,0,False
decapitating,"['_', '_', '_', '_', 'p', '_', 't', '_', 't', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'o']",3,0,False
normality,"['n', 'o', 'r', 'm', '_', 'l', '_', 't', 'y']","['z', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'k', 'j']",7,0,False
stropping,"['s', 't', 'r', 'o', 'p', 'p', '_', 'n', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'm', 'l', 'k']",7,0,False
spews,"['s', 'p', '_', 'w', 's']","['z', 'y', 'x', 'v', 'u', 't', 'r', 'q', 'o', 'n']",4,0,False
manhandle,"['_', '_', '_', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
overdid,"['o', 'v', '_', 'r', '_', '_', '_']","['z', 'y', 'x', 'w', 'u', 't', 's', 'q', 'p', 'n']",3,0,False
stoic,"['s', 't', 'o', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'n']",3,0,False
scotches,"['s', '_', 'o', 't', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'n']",4,0,False
treasures,"['t', 'r', '_', '_', 's', 'u', 'r', '_', 's']","['z', 'y', 'x', 'w', 'v', 'q', 'p', 'o', 'n', 'm']",6,0,False
appears,"['_', 'p', 'p', '_', '_', 'r', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'o', 'n']",4,0,False
middle,"['_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
begets,"['_', '_', '_', '_', 't', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o']",2,0,False
westbound,"['w', '_', 's', 't', '_', 'o', 'u', 'n', '_']","['z', 'y', 'x', 'v', 'r', 'q', 'p', 'm', 'l', 'k']",6,0,False
monument,"['m', 'o', 'n', 'u', 'm', '_', 'n', 't']","['z', 'y', 'x', 'w', 'v', 's', 'r', 'q', 'p', 'l']",7,0,False
fiftieth,"['_', '_', '_', 't', '_', '_', 't', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'p']",2,0,False
ethics,"['_', 't', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o']",2,0,False
prepayment,"['p', 'r', '_', 'p', '_', 'y', 'm', '_', 'n', 't']","['z', 'x', 'w', 'v', 'u', 's', 'q', 'o', 'l', 'k']",7,0,False
mongeese,"['_', '_', '_', '_', '_', '_', 's', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
homecomings,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
started,"['s', 't', '_', 'r', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'n']",4,0,False
palaver,"['p', '_', '_', '_', 'v', '_', 'r']","['z', 'y', 'x', 'w', 'u', 't', 's', 'q', 'o', 'n']",3,0,False
diked,"['_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
fledgling,"['_', '_', '_', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
neighborhood,"['_', '_', '_', '_', '_', '_', '_', 'r', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",1,0,False
emphasises,"['_', '_', 'p', '_', '_', 's', '_', 's', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'o']",4,0,False
quash,"['q', 'u', '_', 's', '_']","['z', 'y', 'x', 'w', 'v', 't', 'r', 'p', 'o', 'n']",3,0,False
informal,"['_', '_', '_', '_', 'r', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",1,0,False
billowing,"['_', '_', '_', '_', '_', 'w', '_', '_', '_']","['z', 'y', 'x', 'v', 'u', 't', 's', 'r', 'q', 'p']",1,0,False
cash,"['_', '_', 's', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
identify,"['_', '_', '_', '_', 't', '_', '_', 'y']","['z', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'p', 'o']",2,0,False
pressuring,"['p', 'r', '_', 's', 's', 'u', 'r', '_', 'n', '_']","['z', 'y', 'x', 'w', 'v', 't', 'q', 'o', 'm', 'l']",7,0,False
clearer,"['_', '_', '_', '_', 'r', '_', 'r']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",2,0,False
materialising,"['m', '_', 't', '_', 'r', '_', '_', 'l', '_', 's', '_', 'n', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'k']",6,0,False
anteed,"['_', '_', 't', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'p']",1,0,False
dickeys,"['_', '_', '_', '_', '_', 'y', 's']","['z', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p', 'o']",2,0,False
renegaded,"['r', '_', '_', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",1,0,False
trashiest,"['t', 'r', '_', 's', '_', '_', '_', 's', 't']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'n']",5,0,False
scoot,"['s', '_', 'o', 'o', 't']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'n']",4,0,False
bedside,"['_', '_', '_', 's', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
milliseconds,"['_', '_', '_', '_', '_', 's', '_', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",2,0,False
wishful,"['w', '_', 's', '_', '_', 'u', '_']","['z', 'y', 'x', 'v', 't', 'r', 'q', 'p', 'o', 'n']",3,0,False
esteeming,"['_', 's', 't', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o']",2,0,False
thermals,"['t', '_', '_', 'r', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'n']",3,0,False
autocratically,"['_', 'u', 't', 'o', '_', 'r', '_', 't', '_', '_', '_', 'l', 'l', 'y']","['z', 'x', 'w', 'v', 's', 'q', 'p', 'n', 'm', 'k']",8,0,False
liming,"['_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
crayoning,"['_', 'r', '_', 'y', 'o', 'n', '_', 'n', '_']","['z', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p', 'm']",5,0,False
eiders,"['_', '_', '_', '_', 'r', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'o']",2,0,False
epiglottides,"['_', 'p', '_', '_', '_', 'o', 't', 't', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'n', 'm']",5,0,False
shindigs,"['s', '_', '_', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",2,0,False
placements,"['p', 'l', '_', '_', '_', 'm', '_', 'n', 't', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'o', 'k']",6,0,False
silliness,"['s', '_', '_', '_', '_', '_', '_', 's', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",3,0,False
alcoves,"['_', '_', '_', 'o', 'v', '_', 's']","['z', 'y', 'x', 'w', 'u', 't', 'r', 'q', 'p', 'n']",3,0,False
exhibit,"['_', 'x', '_', '_', '_', '_', 't']","['z', 'y', 'w', 'v', 'u', 's', 'r', 'q', 'p', 'o']",2,0,False
agglomerate,"['_', '_', '_', '_', 'o', '_', '_', 'r', '_', 't', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'n']",3,0,False
foster,"['_', 'o', 's', 't', '_', 'r']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'n', 'm']",4,0,False
cosine,"['_', '_', 's', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
glumness,"['_', '_', 'u', '_', '_', '_', 's', 's']","['z', 'y', 'x', 'w', 'v', 't', 'r', 'q', 'p', 'o']",3,0,False
hooking,"['_', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
blissfully,"['_', '_', '_', 's', 's', '_', 'u', '_', '_', 'y']","['z', 'x', 'w', 'v', 't', 'r', 'q', 'p', 'o', 'n']",4,0,False
allied,"['_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
repayable,"['r', '_', 'p', '_', 'y', '_', '_', '_', '_']","['z', 'x', 'w', 'v', 'u', 't', 's', 'q', 'o', 'n']",3,0,False
ale,"['_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
savager,"['s', '_', 'v', '_', '_', '_', 'r']","['z', 'y', 'x', 'w', 'u', 't', 'q', 'p', 'o', 'n']",3,0,False
antitoxins,"['_', 'n', 't', '_', 't', 'o', 'x', '_', 'n', 's']","['z', 'y', 'w', 'v', 'u', 'r', 'q', 'p', 'm', 'l']",7,0,False
rights,"['r', '_', '_', '_', 't', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'n']",3,0,False
cocoas,"['_', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
inimical,"['_', '_', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
adjudging,"['_', '_', '_', 'u', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 's', 'r', 'q', 'p']",1,0,False
autopsies,"['_', 'u', 't', 'o', 'p', 's', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'r', 'q', 'n', 'm', 'l']",6,0,False
lapwing,"['_', '_', 'p', 'w', '_', '_', '_']","['z', 'y', 'x', 'v', 'u', 't', 's', 'r', 'q', 'o']",2,0,False
agriculture,"['_', '_', 'r', '_', '_', 'u', '_', 't', 'u', 'r', '_']","['z', 'y', 'x', 'w', 'v', 's', 'q', 'p', 'o', 'n']",5,0,False
accreditation,"['_', '_', '_', 'r', '_', '_', '_', 't', '_', 't', '_', 'o', 'n']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'm']",5,0,False
vocabulary,"['v', 'o', '_', '_', '_', 'u', 'l', '_', 'r', 'y']","['z', 'x', 'w', 't', 's', 'q', 'p', 'n', 'm', 'k']",6,0,False
lamination,"['_', '_', '_', '_', '_', '_', 't', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'p']",1,0,False
perverting,"['p', '_', 'r', 'v', '_', 'r', 't', '_', 'n', '_']","['z', 'y', 'x', 'w', 'u', 's', 'q', 'o', 'm', 'l']",6,0,False
gilded,"['_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
overindulgence,"['o', 'v', '_', 'r', '_', 'n', '_', 'u', 'l', '_', '_', 'n', '_', '_']","['z', 'y', 'x', 'w', 't', 's', 'q', 'p', 'm', 'k']",7,0,False
savageness,"['s', '_', 'v', '_', '_', '_', '_', '_', 's', 's']","['z', 'y', 'x', 'w', 'u', 't', 'r', 'q', 'p', 'o']",4,0,False
dormitories,"['_', 'o', 'r', 'm', '_', 't', 'o', 'r', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'n', 'l']",7,0,False
steamrollering,"['s', 't', '_', '_', 'm', 'r', 'o', 'l', 'l', '_', 'r', '_', 'n', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'k', 'j']",9,0,False
ampoule,"['_', '_', 'p', 'o', 'u', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 's', 'r', 'q', 'n']",3,0,False
prism,"['p', 'r', '_', 's', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'o', 'n']",3,0,False
takeouts,"['t', '_', '_', '_', 'o', 'u', 't', 's']","['z', 'y', 'x', 'w', 'v', 'r', 'q', 'p', 'n', 'm']",5,0,False
fugitives,"['_', 'u', '_', '_', 't', '_', 'v', '_', 's']","['z', 'y', 'x', 'w', 'r', 'q', 'p', 'o', 'n', 'm']",4,0,False
genuflections,"['_', '_', 'n', 'u', '_', 'l', '_', '_', 't', '_', 'o', 'n', 's']","['z', 'y', 'x', 'w', 'v', 'r', 'q', 'p', 'm', 'k']",7,0,False
reverberations,"['r', '_', 'v', '_', 'r', '_', '_', 'r', '_', 't', '_', 'o', 'n', 's']","['z', 'y', 'x', 'w', 'u', 'q', 'p', 'm', 'l', 'k']",8,0,False
decontaminated,"['_', '_', '_', '_', '_', 't', '_', '_', '_', '_', '_', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'p']",2,0,False
hazed,"['_', '_', 'z', '_', '_']","['y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q', 'p']",1,0,False
immunising,"['_', '_', '_', 'u', '_', '_', 's', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 'r', 'q', 'p', 'o']",2,0,False
swooning,"['s', 'w', 'o', 'o', 'n', '_', 'n', '_']","['z', 'y', 'x', 'v', 'u', 't', 'r', 'q', 'p', 'm']",6,0,False
equines,"['_', 'q', 'u', '_', 'n', '_', 's']","['z', 'y', 'x', 'w', 'v', 't', 'r', 'p', 'o', 'm']",4,0,False
squareness,"['s', 'q', 'u', '_', 'r', '_', 'n', '_', 's', 's']","['z', 'y', 'x', 'w', 'v', 't', 'p', 'o', 'm', 'l']",7,0,False
gentrified,"['_', '_', '_', 't', 'r', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'o']",2,0,False
preshrinking,"['p', 'r', '_', 's', '_', 'r', '_', 'n', '_', '_', 'n', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'o', 'm']",6,0,False
rebelled,"['r', '_', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",1,0,False
insensitively,"['_', 'n', 's', '_', 'n', 's', '_', 't', '_', 'v', '_', 'l', 'y']","['z', 'x', 'w', 'u', 'r', 'q', 'p', 'o', 'm', 'k']",8,0,False
isolationists,"['_', 's', 'o', '_', '_', 't', '_', 'o', 'n', '_', 's', 't', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'm']",8,0,False
antihistamine,"['_', '_', 't', '_', '_', '_', 's', 't', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o']",3,0,False
fervour,"['_', '_', 'r', 'v', 'o', 'u', 'r']","['z', 'y', 'x', 'w', 't', 's', 'q', 'p', 'n', 'm']",5,0,False
binomial,"['_', '_', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
cleverer,"['_', '_', '_', 'v', '_', 'r', '_', 'r']","['z', 'y', 'x', 'w', 'u', 't', 's', 'q', 'p', 'o']",3,0,False
enfold,"['_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
gushiest,"['_', 'u', 's', '_', '_', '_', 's', 't']","['z', 'y', 'x', 'w', 'v', 'r', 'q', 'p', 'o', 'n']",4,0,False
twinkled,"['t', 'w', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'v', 'u', 's', 'r', 'q', 'p', 'o']",2,0,False
jinnis,"['_', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
