target,discovered,wrong letters,number of hits,lives remaining,game won
approximately,"['a', 'p', 'p', 'r', 'o', '_', 'i', 'm', 'a', 't', 'e', 'l', 'y']","['h', 'n', 's', 'd', 'u', 'w', 'c', 'f', 'g', 'b']",12,0,False
julienne,"['_', 'u', 'l', 'i', 'e', 'n', 'n', 'e']","['t', 'a', 'o', 'h', 's', 'r', 'd', 'm', 'w', 'c']",7,0,False
bucksaws,"['_', 'u', '_', '_', 's', 'a', '_', 's']","['e', 't', 'o', 'i', 'h', 'n', 'r', 'd', 'l', 'm']",4,0,False
ripping,"['r', 'i', '_', '_', 'i', 'n', '_']","['e', 't', 'a', 'o', 'h', 's', 'd', 'l', 'u', 'm']",4,0,False
awaited,"['a', 'w', 'a', 'i', 't', 'e', 'd']","['o', 'h', 'n', 's', 'r', 'l', 'u', 'm']",7,2,True
repudiations,"['r', 'e', 'p', 'u', 'd', 'i', 'a', 't', 'i', 'o', 'n', 's']","['h', 'l', 'm', 'w', 'c', 'y', 'f', 'g']",12,2,True
plenitudes,"['_', 'l', 'e', 'n', 'i', 't', 'u', 'd', 'e', 's']","['a', 'o', 'h', 'r', 'm', 'w', 'c', 'y', 'f', 'g']",9,0,False
billowing,"['_', 'i', 'l', 'l', 'o', 'w', 'i', 'n', '_']","['e', 't', 'a', 'h', 's', 'r', 'd', 'u', 'm', 'c']",7,0,False
compounded,"['c', 'o', 'm', '_', 'o', 'u', 'n', 'd', 'e', 'd']","['t', 'a', 'i', 'h', 's', 'r', 'l', 'w', 'y', 'f']",9,0,False
bushwhack,"['_', 'u', 's', 'h', 'w', 'h', 'a', 'c', '_']","['e', 't', 'o', 'i', 'n', 'r', 'd', 'l', 'm', 'y']",7,0,False
originating,"['o', 'r', 'i', '_', 'i', 'n', 'a', 't', 'i', 'n', '_']","['e', 'h', 's', 'd', 'l', 'u', 'm', 'w', 'c', 'y']",9,0,False
twitches,"['t', 'w', 'i', 't', 'c', 'h', 'e', 's']","['a', 'o', 'n', 'r', 'd', 'l', 'u', 'm']",8,2,True
plethora,"['_', 'l', 'e', 't', 'h', 'o', 'r', 'a']","['i', 'n', 's', 'd', 'u', 'm', 'w', 'c', 'y', 'f']",7,0,False
wavelet,"['w', 'a', '_', 'e', 'l', 'e', 't']","['o', 'i', 'h', 'n', 's', 'r', 'd', 'u', 'm', 'c']",6,0,False
lichees,"['l', 'i', 'c', 'h', 'e', 'e', 's']","['t', 'a', 'o', 'n', 'r', 'd', 'u', 'm', 'w']",7,1,True
desperados,"['d', 'e', 's', '_', 'e', 'r', 'a', 'd', 'o', 's']","['t', 'i', 'h', 'n', 'l', 'u', 'm', 'w', 'c', 'y']",9,0,False
lessons,"['l', 'e', 's', 's', 'o', 'n', 's']","['t', 'a', 'i', 'h', 'r', 'd']",7,4,True
enlist,"['e', 'n', 'l', 'i', 's', 't']","['a', 'o', 'h', 'r', 'd']",6,5,True
archly,"['a', 'r', '_', 'h', 'l', '_']","['e', 't', 'o', 'i', 'n', 's', 'd', 'u', 'm', 'w']",4,0,False
processional,"['p', 'r', 'o', 'c', 'e', 's', 's', 'i', 'o', 'n', 'a', 'l']","['t', 'h', 'd', 'u', 'm', 'w', 'y', 'f', 'g']",12,1,True
detectors,"['d', 'e', 't', 'e', 'c', 't', 'o', 'r', 's']","['a', 'i', 'h', 'n', 'l', 'u', 'm', 'w']",9,2,True
mastoids,"['m', 'a', 's', 't', 'o', 'i', 'd', 's']","['e', 'h', 'n', 'r', 'l', 'u']",8,4,True
searched,"['s', 'e', 'a', 'r', 'c', 'h', 'e', 'd']","['t', 'o', 'i', 'n', 'l', 'u', 'm', 'w']",8,2,True
meticulous,"['m', 'e', 't', 'i', 'c', 'u', 'l', 'o', 'u', 's']","['a', 'h', 'n', 'r', 'd', 'w']",10,4,True
outreaches,"['o', 'u', 't', 'r', 'e', 'a', 'c', 'h', 'e', 's']","['i', 'n', 'd', 'l', 'm', 'w']",10,4,True
exculpate,"['e', '_', 'c', 'u', 'l', '_', 'a', 't', 'e']","['o', 'i', 'h', 'n', 's', 'r', 'd', 'm', 'w', 'y']",7,0,False
circumspection,"['c', 'i', 'r', 'c', 'u', 'm', 's', 'p', 'e', 'c', 't', 'i', 'o', 'n']","['a', 'h', 'd', 'l', 'w', 'y', 'f', 'g']",14,2,True
quantifier,"['_', 'u', 'a', 'n', 't', 'i', 'f', 'i', 'e', 'r']","['o', 'h', 's', 'd', 'l', 'm', 'w', 'c', 'y', 'g']",9,0,False
lasciviousness,"['l', 'a', 's', 'c', 'i', '_', 'i', 'o', 'u', 's', 'n', 'e', 's', 's']","['t', 'h', 'r', 'd', 'm', 'w', 'y', 'f', 'g', 'p']",13,0,False
beguiled,"['_', 'e', '_', 'u', 'i', 'l', 'e', 'd']","['t', 'a', 'o', 'h', 'n', 's', 'r', 'm', 'w', 'c']",6,0,False
miscellaneous,"['m', 'i', 's', 'c', 'e', 'l', 'l', 'a', 'n', 'e', 'o', 'u', 's']","['t', 'h', 'r', 'd', 'w']",13,5,True
highwayman,"['h', 'i', '_', 'h', 'w', 'a', 'y', 'm', 'a', 'n']","['e', 't', 'o', 's', 'r', 'd', 'l', 'u', 'c', 'f']",9,0,False
burnishing,"['_', 'u', 'r', 'n', 'i', 's', 'h', 'i', 'n', '_']","['e', 't', 'a', 'o', 'd', 'l', 'm', 'w', 'c', 'y']",8,0,False
concierge,"['c', 'o', 'n', 'c', 'i', 'e', 'r', '_', 'e']","['t', 'a', 'h', 's', 'd', 'l', 'u', 'm', 'w', 'y']",8,0,False
fuselages,"['_', 'u', 's', 'e', 'l', 'a', '_', 'e', 's']","['t', 'o', 'i', 'h', 'n', 'r', 'd', 'm', 'w', 'c']",7,0,False
harping,"['h', 'a', 'r', '_', 'i', 'n', '_']","['e', 't', 'o', 's', 'd', 'l', 'u', 'm', 'w', 'c']",5,0,False
expendables,"['e', '_', '_', 'e', 'n', 'd', 'a', '_', 'l', 'e', 's']","['t', 'o', 'i', 'h', 'r', 'u', 'm', 'w', 'c', 'y']",8,0,False
unfavourable,"['u', 'n', 'f', 'a', '_', 'o', 'u', 'r', 'a', '_', 'l', 'e']","['t', 'i', 'h', 's', 'd', 'm', 'w', 'c', 'y', 'g']",10,0,False
woofing,"['_', 'o', 'o', '_', 'i', 'n', '_']","['e', 't', 'a', 'h', 's', 'r', 'd', 'l', 'u', 'm']",4,0,False
colliding,"['c', 'o', 'l', 'l', 'i', 'd', 'i', 'n', '_']","['e', 't', 'a', 'h', 's', 'r', 'u', 'm', 'w', 'y']",8,0,False
parings,"['_', 'a', 'r', 'i', 'n', '_', 's']","['e', 't', 'o', 'h', 'd', 'l', 'u', 'm', 'w', 'c']",5,0,False
homework,"['h', 'o', 'm', 'e', 'w', 'o', 'r', '_']","['t', 'a', 'i', 'n', 's', 'd', 'l', 'u', 'c', 'y']",7,0,False
constrictive,"['c', 'o', 'n', 's', 't', 'r', 'i', 'c', 't', 'i', '_', 'e']","['a', 'h', 'd', 'l', 'u', 'm', 'w', 'y', 'f', 'g']",11,0,False
contortion,"['c', 'o', 'n', 't', 'o', 'r', 't', 'i', 'o', 'n']","['e', 'a', 'h', 's', 'd', 'l', 'u', 'm', 'w']",10,1,True
avert,"['a', '_', 'e', 'r', 't']","['o', 'i', 'h', 'n', 's', 'd', 'l', 'u', 'm', 'w']",4,0,False
hyperventilating,"['h', 'y', 'p', 'e', 'r', 'v', 'e', 'n', 't', 'i', 'l', 'a', 't', 'i', 'n', 'g']","['o', 's', 'd', 'u', 'm', 'w', 'c', 'f', 'b']",16,1,True
bottles,"['_', 'o', 't', 't', 'l', 'e', 's']","['a', 'i', 'h', 'n', 'r', 'd', 'u', 'm', 'w', 'c']",6,0,False
unpopular,"['u', 'n', '_', 'o', '_', 'u', 'l', 'a', 'r']","['e', 't', 'i', 'h', 's', 'd', 'm', 'w', 'c', 'y']",7,0,False
clunkiest,"['c', 'l', 'u', 'n', '_', 'i', 'e', 's', 't']","['a', 'o', 'h', 'r', 'd', 'm', 'w', 'y', 'f', 'g']",8,0,False
governance,"['_', 'o', '_', 'e', 'r', 'n', 'a', 'n', 'c', 'e']","['t', 'i', 'h', 's', 'd', 'l', 'u', 'm', 'w', 'y']",8,0,False
ineducable,"['i', 'n', 'e', 'd', 'u', 'c', 'a', '_', 'l', 'e']","['t', 'o', 'h', 's', 'r', 'm', 'w', 'y', 'f', 'g']",9,0,False
reimposing,"['r', 'e', 'i', 'm', '_', 'o', 's', 'i', 'n', '_']","['t', 'a', 'h', 'd', 'l', 'u', 'w', 'c', 'y', 'f']",8,0,False
precociously,"['p', 'r', 'e', 'c', 'o', 'c', 'i', 'o', 'u', 's', 'l', 'y']","['t', 'a', 'h', 'n', 'd', 'm', 'w', 'f', 'g']",12,1,True
silage,"['s', 'i', 'l', 'a', '_', 'e']","['t', 'o', 'h', 'n', 'r', 'd', 'u', 'm', 'w', 'c']",5,0,False
hatching,"['h', 'a', 't', 'c', 'h', 'i', 'n', '_']","['e', 'o', 's', 'r', 'd', 'l', 'u', 'm', 'w', 'y']",7,0,False
petrochemicals,"['p', 'e', 't', 'r', 'o', 'c', 'h', 'e', 'm', 'i', 'c', 'a', 'l', 's']","['n', 'd', 'u', 'w', 'y', 'f', 'g']",14,3,True
piles,"['_', 'i', 'l', 'e', 's']","['t', 'a', 'o', 'h', 'n', 'r', 'd', 'u', 'm', 'w']",4,0,False
sedater,"['s', 'e', 'd', 'a', 't', 'e', 'r']","['o', 'i', 'h', 'n']",7,6,True
maltreating,"['m', 'a', 'l', 't', 'r', 'e', 'a', 't', 'i', 'n', 'g']","['o', 'h', 's', 'd', 'u', 'w', 'c', 'y', 'f']",11,1,True
fussiness,"['_', 'u', 's', 's', 'i', 'n', 'e', 's', 's']","['t', 'a', 'o', 'h', 'r', 'd', 'l', 'm', 'w', 'c']",8,0,False
underpass,"['u', 'n', 'd', 'e', 'r', '_', 'a', 's', 's']","['t', 'o', 'i', 'h', 'l', 'm', 'w', 'c', 'y', 'f']",8,0,False
overloads,"['o', '_', 'e', 'r', 'l', 'o', 'a', 'd', 's']","['t', 'i', 'h', 'n', 'u', 'm', 'w', 'c', 'y', 'f']",8,0,False
inquest,"['i', 'n', '_', 'u', 'e', 's', 't']","['a', 'o', 'h', 'r', 'd', 'l', 'm', 'w', 'c', 'y']",6,0,False
brew,"['_', 'r', 'e', '_']","['t', 'a', 'o', 'i', 'h', 'n', 's', 'd', 'l', 'u']",2,0,False
greased,"['_', 'r', 'e', 'a', 's', 'e', 'd']","['t', 'o', 'i', 'h', 'n', 'l', 'u', 'm', 'w', 'c']",6,0,False
conches,"['c', 'o', 'n', 'c', 'h', 'e', 's']","['t', 'a', 'i', 'r', 'd', 'l', 'u', 'm', 'w']",7,1,True
seasonable,"['s', 'e', 'a', 's', 'o', 'n', 'a', '_', 'l', 'e']","['t', 'i', 'h', 'r', 'd', 'u', 'm', 'w', 'c', 'y']",9,0,False
whip,"['_', 'h', 'i', '_']","['e', 't', 'a', 'o', 'n', 's', 'r', 'd', 'l', 'u']",2,0,False
syllabication,"['s', 'y', 'l', 'l', 'a', '_', 'i', 'c', 'a', 't', 'i', 'o', 'n']","['e', 'h', 'r', 'd', 'u', 'm', 'w', 'f', 'g', 'p']",12,0,False
torture,"['t', 'o', 'r', 't', 'u', 'r', 'e']","['a', 'i', 'h', 'n', 's', 'd', 'l']",7,3,True
denims,"['d', 'e', 'n', 'i', 'm', 's']","['t', 'a', 'o', 'h', 'r', 'l', 'u']",6,3,True
ordinals,"['o', 'r', 'd', 'i', 'n', 'a', 'l', 's']","['e', 't', 'h']",8,7,True
divulged,"['d', 'i', '_', 'u', 'l', '_', 'e', 'd']","['t', 'a', 'o', 'h', 'n', 's', 'r', 'm', 'w', 'c']",6,0,False
comfiest,"['c', 'o', 'm', 'f', 'i', 'e', 's', 't']","['a', 'h', 'n', 'r', 'd', 'l', 'u', 'w', 'y']",8,1,True
trickster,"['t', 'r', 'i', 'c', '_', 's', 't', 'e', 'r']","['a', 'o', 'h', 'n', 'd', 'l', 'u', 'm', 'w', 'y']",8,0,False
ravages,"['r', 'a', '_', 'a', '_', 'e', 's']","['t', 'o', 'i', 'h', 'n', 'd', 'l', 'u', 'm', 'w']",5,0,False
bleachers,"['_', 'l', 'e', 'a', 'c', 'h', 'e', 'r', 's']","['t', 'o', 'i', 'n', 'd', 'u', 'm', 'w', 'y', 'f']",8,0,False
glamour,"['_', 'l', 'a', 'm', 'o', 'u', 'r']","['e', 't', 'i', 'h', 'n', 's', 'd', 'w', 'c', 'y']",6,0,False
housecoat,"['h', 'o', 'u', 's', 'e', 'c', 'o', 'a', 't']","['i', 'n', 'r', 'd', 'l', 'm', 'w']",9,3,True
anchorite,"['a', 'n', 'c', 'h', 'o', 'r', 'i', 't', 'e']","['s', 'd', 'l', 'u', 'm', 'w']",9,4,True
indecision,"['i', 'n', 'd', 'e', 'c', 'i', 's', 'i', 'o', 'n']","['t', 'a', 'h', 'r', 'l', 'u', 'm', 'w']",10,2,True
moaning,"['m', 'o', 'a', 'n', 'i', 'n', '_']","['e', 't', 'h', 's', 'r', 'd', 'l', 'u', 'w', 'c']",6,0,False
harmlessly,"['h', 'a', 'r', 'm', 'l', 'e', 's', 's', 'l', 'y']","['t', 'o', 'i', 'n', 'd', 'u', 'w', 'c']",10,2,True
evident,"['e', '_', 'i', 'd', 'e', 'n', 't']","['a', 'o', 'h', 's', 'r', 'l', 'u', 'm', 'w', 'c']",6,0,False
anacondas,"['a', 'n', 'a', 'c', 'o', 'n', 'd', 'a', 's']","['e', 't', 'i', 'h', 'r', 'l', 'u', 'm', 'w']",9,1,True
helmets,"['h', 'e', 'l', 'm', 'e', 't', 's']","['a', 'o', 'i', 'n', 'r', 'd', 'u']",7,3,True
oriole,"['o', 'r', 'i', 'o', 'l', 'e']","['t', 'a', 'h', 'n', 's', 'd']",6,4,True
fragrances,"['_', 'r', 'a', '_', 'r', 'a', 'n', 'c', 'e', 's']","['t', 'o', 'i', 'h', 'd', 'l', 'u', 'm', 'w', 'y']",8,0,False
orchard,"['o', 'r', 'c', 'h', 'a', 'r', 'd']","['e', 't', 'i', 'n', 's', 'l', 'u', 'm', 'w']",7,1,True
nurse,"['n', 'u', 'r', 's', 'e']","['t', 'a', 'o', 'i', 'h', 'd', 'l']",5,3,True
lipids,"['l', 'i', '_', 'i', 'd', 's']","['e', 't', 'a', 'o', 'h', 'n', 'r', 'u', 'm', 'w']",5,0,False
overtures,"['o', '_', 'e', 'r', 't', 'u', 'r', 'e', 's']","['a', 'i', 'h', 'n', 'd', 'l', 'm', 'w', 'c', 'y']",8,0,False
pantheists,"['_', 'a', 'n', 't', 'h', 'e', 'i', 's', 't', 's']","['o', 'r', 'd', 'l', 'u', 'm', 'w', 'c', 'y', 'f']",9,0,False
legalises,"['l', 'e', '_', 'a', 'l', 'i', 's', 'e', 's']","['t', 'o', 'h', 'n', 'r', 'd', 'u', 'm', 'w', 'c']",8,0,False
accuser,"['a', 'c', 'c', 'u', 's', 'e', 'r']","['t', 'o', 'i', 'h', 'n', 'd', 'l', 'm', 'w']",7,1,True
bird,"['_', 'i', 'r', 'd']","['e', 't', 'a', 'o', 'h', 'n', 's', 'l', 'u', 'm']",3,0,False
disproved,"['d', 'i', 's', '_', 'r', 'o', '_', 'e', 'd']","['t', 'a', 'h', 'n', 'l', 'u', 'm', 'w', 'c', 'y']",7,0,False
necromancer,"['n', 'e', 'c', 'r', 'o', 'm', 'a', 'n', 'c', 'e', 'r']","['t', 'i', 'h', 's', 'd', 'l', 'u', 'w']",11,2,True
cured,"['_', 'u', 'r', 'e', 'd']","['t', 'a', 'o', 'i', 'h', 'n', 's', 'l', 'm', 'w']",4,0,False
tattle,"['t', 'a', 't', 't', 'l', 'e']","['o', 'i', 'h', 'n', 's', 'r', 'd']",6,3,True
palsy,"['_', 'a', 'l', 's', '_']","['e', 't', 'o', 'i', 'h', 'n', 'r', 'd', 'u', 'm']",3,0,False
temporising,"['t', 'e', 'm', 'p', 'o', 'r', 'i', 's', 'i', 'n', 'g']","['a', 'h', 'd', 'l', 'u', 'w', 'c', 'y', 'f']",11,1,True
lichee,"['l', 'i', '_', 'h', 'e', 'e']","['t', 'a', 'o', 'n', 's', 'r', 'd', 'u', 'm', 'w']",5,0,False
rapaciously,"['r', 'a', 'p', 'a', 'c', 'i', 'o', 'u', 's', 'l', 'y']","['e', 't', 'h', 'n', 'd', 'm', 'w', 'f', 'g']",11,1,True
survey,"['s', 'u', 'r', '_', 'e', '_']","['t', 'a', 'o', 'i', 'h', 'n', 'd', 'l', 'm', 'w']",4,0,False
xenophobic,"['_', 'e', 'n', 'o', '_', 'h', 'o', '_', 'i', 'c']","['t', 'a', 's', 'r', 'd', 'l', 'u', 'm', 'w', 'y']",7,0,False
colony,"['_', 'o', 'l', 'o', 'n', '_']","['e', 't', 'a', 'i', 'h', 's', 'r', 'd', 'u', 'm']",4,0,False
ninepin,"['n', 'i', 'n', 'e', '_', 'i', 'n']","['t', 'a', 'o', 'h', 's', 'r', 'd', 'l', 'u', 'm']",6,0,False
disfranchise,"['d', 'i', 's', 'f', 'r', 'a', 'n', 'c', 'h', 'i', 's', 'e']","['t', 'o', 'l', 'u', 'm', 'w', 'y']",12,3,True
wakening,"['w', 'a', '_', 'e', 'n', 'i', 'n', '_']","['t', 'o', 'h', 's', 'r', 'd', 'l', 'u', 'm', 'c']",6,0,False
counselors,"['c', 'o', 'u', 'n', 's', 'e', 'l', 'o', 'r', 's']","['t', 'a', 'i', 'h', 'd', 'm', 'w']",10,3,True
thickens,"['t', 'h', 'i', 'c', '_', 'e', 'n', 's']","['a', 'o', 'r', 'd', 'l', 'u', 'm', 'w', 'y', 'f']",7,0,False
chock,"['_', 'h', 'o', '_', '_']","['e', 't', 'a', 'i', 'n', 's', 'r', 'd', 'l', 'u']",2,0,False
chairwoman,"['c', 'h', 'a', 'i', 'r', 'w', 'o', 'm', 'a', 'n']","['e', 't', 's', 'd', 'l', 'u']",10,4,True
shills,"['s', 'h', 'i', 'l', 'l', 's']","['e', 't', 'a', 'o', 'n', 'r', 'd']",6,3,True
freewheeled,"['_', 'r', 'e', 'e', 'w', 'h', 'e', 'e', 'l', 'e', 'd']","['t', 'a', 'o', 'i', 'n', 's', 'u', 'm', 'c', 'y']",10,0,False
radiology,"['r', 'a', 'd', 'i', 'o', 'l', 'o', '_', 'y']","['e', 't', 'h', 'n', 's', 'u', 'm', 'w', 'c', 'f']",8,0,False
drugstores,"['d', 'r', 'u', '_', 's', 't', 'o', 'r', 'e', 's']","['a', 'i', 'h', 'n', 'l', 'm', 'w', 'c', 'y', 'f']",9,0,False
rampantly,"['r', 'a', 'm', '_', 'a', 'n', 't', 'l', 'y']","['e', 'o', 'i', 'h', 's', 'd', 'u', 'w', 'c', 'f']",8,0,False
prefects,"['_', 'r', 'e', '_', 'e', '_', 't', 's']","['a', 'o', 'i', 'h', 'n', 'd', 'l', 'u', 'm', 'w']",5,0,False
impetuously,"['i', 'm', 'p', 'e', 't', 'u', 'o', 'u', 's', 'l', 'y']","['a', 'h', 'n', 'r', 'd', 'w', 'c', 'f', 'g']",11,1,True
astronomic,"['a', 's', 't', 'r', 'o', 'n', 'o', 'm', 'i', 'c']","['e', 'h', 'd', 'l', 'u', 'w']",10,4,True
pusillanimity,"['p', 'u', 's', 'i', 'l', 'l', 'a', 'n', 'i', 'm', 'i', 't', 'y']","['e', 'o', 'h', 'r', 'd', 'w', 'c', 'f', 'g']",13,1,True
profiting,"['_', 'r', 'o', '_', 'i', 't', 'i', 'n', '_']","['e', 'a', 'h', 's', 'd', 'l', 'u', 'm', 'w', 'c']",6,0,False
disputatious,"['d', 'i', 's', '_', 'u', 't', 'a', 't', 'i', 'o', 'u', 's']","['e', 'h', 'n', 'r', 'l', 'm', 'w', 'c', 'y', 'f']",11,0,False
audited,"['a', 'u', 'd', 'i', 't', 'e', 'd']","['o', 'h', 'n', 's', 'r', 'l']",7,4,True
marchioness,"['m', 'a', 'r', 'c', 'h', 'i', 'o', 'n', 'e', 's', 's']","['t', 'd', 'l', 'u', 'w']",11,5,True
counter,"['c', 'o', 'u', 'n', 't', 'e', 'r']","['a', 'i', 'h', 's', 'd', 'l', 'm', 'w']",7,2,True
toted,"['t', 'o', 't', 'e', 'd']","['a', 'i', 'h', 'n', 's', 'r']",5,4,True
trench,"['t', 'r', 'e', 'n', 'c', 'h']","['a', 'o', 'i', 's', 'd', 'l', 'u', 'm', 'w']",6,1,True
acceleration,"['a', 'c', 'c', 'e', 'l', 'e', 'r', 'a', 't', 'i', 'o', 'n']","['h', 's', 'd', 'u', 'm', 'w']",12,4,True
specimen,"['s', '_', 'e', 'c', 'i', 'm', 'e', 'n']","['t', 'a', 'o', 'h', 'r', 'd', 'l', 'u', 'w', 'y']",7,0,False
overreacting,"['o', '_', 'e', 'r', 'r', 'e', 'a', 'c', 't', 'i', 'n', 'g']","['h', 's', 'd', 'l', 'u', 'm', 'w', 'y', 'f', 'p']",11,0,False
circumscription,"['c', 'i', 'r', 'c', 'u', 'm', 's', 'c', 'r', 'i', 'p', 't', 'i', 'o', 'n']","['e', 'a', 'h', 'd', 'l', 'w', 'y', 'f', 'g']",15,1,True
callow,"['_', 'a', 'l', 'l', 'o', '_']","['e', 't', 'i', 'h', 'n', 's', 'r', 'd', 'u', 'm']",4,0,False
branding,"['_', 'r', 'a', 'n', 'd', 'i', 'n', '_']","['e', 't', 'o', 'h', 's', 'l', 'u', 'm', 'w', 'c']",6,0,False
sambas,"['s', 'a', '_', '_', 'a', 's']","['e', 't', 'o', 'i', 'h', 'n', 'r', 'd', 'l', 'u']",4,0,False
scarred,"['s', 'c', 'a', 'r', 'r', 'e', 'd']","['t', 'o', 'i', 'h', 'n', 'l', 'u', 'm', 'w']",7,1,True
numerates,"['n', 'u', 'm', 'e', 'r', 'a', 't', 'e', 's']","['o', 'i', 'h', 'd', 'l']",9,5,True
unfastening,"['u', 'n', 'f', 'a', 's', 't', 'e', 'n', 'i', 'n', 'g']","['o', 'h', 'r', 'd', 'l', 'm', 'w', 'c', 'y']",11,1,True
thermionic,"['t', 'h', 'e', 'r', 'm', 'i', 'o', 'n', 'i', 'c']","['a', 's', 'd', 'l', 'u', 'w']",10,4,True
cutlasses,"['c', 'u', 't', 'l', 'a', 's', 's', 'e', 's']","['o', 'i', 'h', 'n', 'r', 'd', 'm', 'w']",9,2,True
bypasses,"['_', '_', '_', 'a', 's', 's', 'e', 's']","['t', 'o', 'i', 'h', 'n', 'r', 'd', 'l', 'u', 'm']",5,0,False
intertwines,"['i', 'n', 't', 'e', 'r', 't', 'w', 'i', 'n', 'e', 's']","['a', 'o', 'h', 'd', 'l', 'u', 'm']",11,3,True
twanging,"['t', 'w', 'a', 'n', '_', 'i', 'n', '_']","['e', 'o', 'h', 's', 'r', 'd', 'l', 'u', 'm', 'c']",6,0,False
adverted,"['a', 'd', '_', 'e', 'r', 't', 'e', 'd']","['o', 'i', 'h', 'n', 's', 'l', 'u', 'm', 'w', 'c']",7,0,False
jokes,"['_', 'o', '_', 'e', 's']","['t', 'a', 'i', 'h', 'n', 'r', 'd', 'l', 'u', 'm']",3,0,False
holdings,"['h', 'o', 'l', 'd', 'i', 'n', '_', 's']","['e', 't', 'a', 'r', 'u', 'm', 'w', 'c', 'y', 'f']",7,0,False
aristocracies,"['a', 'r', 'i', 's', 't', 'o', 'c', 'r', 'a', 'c', 'i', 'e', 's']","['h', 'n', 'd', 'l', 'u', 'm', 'w']",13,3,True
unsupportable,"['u', 'n', 's', 'u', 'p', 'p', 'o', 'r', 't', 'a', 'b', 'l', 'e']","['i', 'h', 'd', 'm', 'w', 'c', 'y', 'f', 'g']",13,1,True
headdress,"['h', 'e', 'a', 'd', 'd', 'r', 'e', 's', 's']","['t', 'o', 'i', 'n']",9,6,True
sanguinary,"['s', 'a', 'n', '_', 'u', 'i', 'n', 'a', 'r', 'y']","['e', 't', 'o', 'h', 'd', 'l', 'm', 'w', 'c', 'f']",9,0,False
outstretch,"['o', 'u', 't', 's', 't', 'r', 'e', 't', 'c', 'h']","['a', 'i', 'n', 'd', 'l', 'm', 'w']",10,3,True
removable,"['r', 'e', 'm', 'o', '_', 'a', '_', 'l', 'e']","['t', 'i', 'h', 'n', 's', 'd', 'u', 'w', 'c', 'y']",7,0,False
expediently,"['e', '_', '_', 'e', 'd', 'i', 'e', 'n', 't', 'l', 'y']","['a', 'o', 'h', 's', 'r', 'u', 'm', 'w', 'c', 'f']",9,0,False
upends,"['u', '_', 'e', 'n', 'd', 's']","['t', 'a', 'o', 'i', 'h', 'r', 'l', 'm', 'w', 'c']",5,0,False
penitential,"['_', 'e', 'n', 'i', 't', 'e', 'n', 't', 'i', 'a', 'l']","['o', 'h', 's', 'r', 'd', 'u', 'm', 'w', 'c', 'y']",10,0,False
backpedals,"['_', 'a', 'c', '_', '_', 'e', 'd', 'a', 'l', 's']","['t', 'o', 'i', 'h', 'n', 'r', 'u', 'm', 'w', 'y']",7,0,False
coopered,"['_', 'o', 'o', '_', 'e', 'r', 'e', 'd']","['t', 'a', 'i', 'h', 'n', 's', 'l', 'u', 'm', 'w']",6,0,False
deferring,"['d', 'e', '_', 'e', 'r', 'r', 'i', 'n', '_']","['t', 'a', 'o', 'h', 's', 'l', 'u', 'm', 'w', 'c']",7,0,False
wondrous,"['w', 'o', 'n', 'd', 'r', 'o', 'u', 's']","['e', 't', 'a', 'i', 'h', 'l', 'm']",8,3,True
buns,"['_', 'u', 'n', 's']","['e', 't', 'a', 'o', 'i', 'h', 'r', 'd', 'l', 'm']",3,0,False
carved,"['_', 'a', 'r', '_', 'e', 'd']","['t', 'o', 'i', 'h', 'n', 's', 'l', 'u', 'm', 'w']",4,0,False
gregarious,"['_', 'r', 'e', '_', 'a', 'r', 'i', 'o', 'u', 's']","['t', 'h', 'n', 'd', 'l', 'm', 'w', 'c', 'y', 'f']",8,0,False
boulevard,"['_', 'o', 'u', 'l', 'e', '_', 'a', 'r', 'd']","['t', 'i', 'h', 'n', 's', 'm', 'w', 'c', 'y', 'f']",7,0,False
conveniences,"['c', 'o', 'n', '_', 'e', 'n', 'i', 'e', 'n', 'c', 'e', 's']","['t', 'a', 'h', 'r', 'd', 'l', 'u', 'm', 'w', 'y']",11,0,False
wintrier,"['w', 'i', 'n', 't', 'r', 'i', 'e', 'r']","['a', 'o', 'h', 's', 'd', 'l', 'u', 'm']",8,2,True
nattiest,"['n', 'a', 't', 't', 'i', 'e', 's', 't']","['o', 'h']",8,8,True
thrashers,"['t', 'h', 'r', 'a', 's', 'h', 'e', 'r', 's']","['o', 'i', 'n']",9,7,True
editorialise,"['e', 'd', 'i', 't', 'o', 'r', 'i', 'a', 'l', 'i', 's', 'e']","['h', 'n']",12,8,True
mausoleums,"['m', 'a', 'u', 's', 'o', 'l', 'e', 'u', 'm', 's']","['t', 'i', 'h', 'n', 'r', 'd']",10,4,True
chaperoning,"['c', 'h', 'a', 'p', 'e', 'r', 'o', 'n', 'i', 'n', 'g']","['t', 's', 'd', 'l', 'u', 'm', 'w', 'y', 'f']",11,1,True
remedying,"['r', 'e', 'm', 'e', 'd', 'y', 'i', 'n', '_']","['t', 'a', 'o', 'h', 's', 'l', 'u', 'w', 'c', 'f']",8,0,False
fisticuffs,"['_', 'i', 's', 't', 'i', '_', 'u', '_', '_', 's']","['e', 'a', 'o', 'h', 'n', 'r', 'd', 'l', 'm', 'w']",6,0,False
estimator,"['e', 's', 't', 'i', 'm', 'a', 't', 'o', 'r']","['h', 'n', 'd', 'l', 'u']",9,5,True
